row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,spamassassin_prediction,spamassassin_status_header,spamassassin_flag_header,spamassassin_score,spamassassin_required_score,spamassassin_tests,spamassassin_error
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,12,spamassassin_000001_000100_chunk_input,"Jennifer, I am reaching out to inform you about an unclaimed tax refund that",1,kaggle,880,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,13,spamassassin_000001_000100_chunk_input,"Christopher, I am writing to inform you about an important update regarding your tax",1,kaggle,855,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,14,spamassassin_000001_000100_chunk_input,"Jessica, I have important news regarding your tax refund.",1,kaggle,767,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,15,spamassassin_000001_000100_chunk_input,"John Smith, and I represent a prestigious company called Elite Enterprises.",1,kaggle,1322,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,16,spamassassin_000001_000100_chunk_input,"David Brown, and I represent Talent Connect, a leading recruitment agency.",1,kaggle,1285,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,17,spamassassin_000001_000100_chunk_input,"Olivia, we kindly request you to verify your account information.",1,kaggle,478,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,18,spamassassin_000001_000100_chunk_input,"Emily Johnson, and I represent NextGen Solutions, a renowned technology company.",1,kaggle,1311,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,19,spamassassin_000001_000100_chunk_input,"Jessica Wilson, and I represent Remote Ventures, a leading remote work provider.",1,kaggle,1324,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,20,spamassassin_000001_000100_chunk_input,"Robert Davis, and I'm a senior recruiter at Elite Solutions.",1,kaggle,1194,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,21,spamassassin_000001_000100_chunk_input,"Jennifer Thompson, and I represent JobConnect, a leading recruitment agency.",1,kaggle,1316,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,22,spamassassin_000001_000100_chunk_input,"Emma Wilson, and I'm a recruitment consultant at Remote Solutions.",1,kaggle,1312,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,23,spamassassin_000001_000100_chunk_input,"Olivia Davis, and I represent TechConnect, a reputable technology company.",1,kaggle,1205,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,24,spamassassin_000001_000100_chunk_input,"Michael Johnson, and I represent JobConnect, a leading recruitment agency.",1,kaggle,1289,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,25,spamassassin_000001_000100_chunk_input,"John, we kindly request that you verify your account by clicking on the following",1,kaggle,436,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,26,spamassassin_000001_000100_chunk_input,"Sarah, we require you to update your account information immediately.",1,kaggle,473,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,27,spamassassin_000001_000100_chunk_input,"David, please follow the link below: https://socialmedia-access.com/restore?id=24681357 Please note that failure to restore your",1,kaggle,457,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,28,spamassassin_000001_000100_chunk_input,"Amanda, we kindly request that you verify your ownership.",1,kaggle,448,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,29,spamassassin_000001_000100_chunk_input,"Robert, we kindly request that you update your account immediately.",1,kaggle,436,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,30,spamassassin_000001_000100_chunk_input,"Jennifer, which requires immediate attention.",1,kaggle,551,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,31,spamassassin_000001_000100_chunk_input,"Jessica, the Security Manager at our esteemed financial institution.",1,kaggle,877,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,32,spamassassin_000001_000100_chunk_input,"John, the Director of Security at our esteemed financial institution.",1,kaggle,906,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,33,spamassassin_000001_000100_chunk_input,"Lisa, the Head of Security at our prestigious financial institution.",1,kaggle,928,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,34,spamassassin_000001_000100_chunk_input,"Amanda, the Security Manager at our esteemed financial institution.",1,kaggle,887,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,35,spamassassin_000001_000100_chunk_input,"William Johnson, and I am an attorney representing a wealthy individual who recently passed",1,kaggle,1017,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,36,spamassassin_000001_000100_chunk_input,"Emily Thompson, and I am the Sales Manager at a luxury department store.",1,kaggle,1055,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,37,spamassassin_000001_000100_chunk_input,"Christopher Anderson, and I am the Customer Support Manager at a leading online marketplace.",1,kaggle,1241,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
38,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,38,spamassassin_000001_000100_chunk_input,"Mary, I wanted to bring to your attention an urgent matter regarding an overdue",1,kaggle,514,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
39,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,39,spamassassin_000001_000100_chunk_input,"Michael, I wanted to notify you about an important invoice that requires your immediate",1,kaggle,512,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
40,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,40,spamassassin_000001_000100_chunk_input,"Emily, I wanted to inform you that we have received a payment request from",1,kaggle,414,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
41,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,41,spamassassin_000001_000100_chunk_input,"Daniel, I wanted to draw your attention to an urgent matter regarding a past-due",1,kaggle,510,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
42,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,42,spamassassin_000001_000100_chunk_input,"Amanda, I wanted to bring to your attention a pending payment request.",1,kaggle,444,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
43,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,43,spamassassin_000001_000100_chunk_input,"Richard, I wanted to inform you about an urgent matter regarding an invoice discrepancy.",1,kaggle,512,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
44,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,44,spamassassin_000001_000100_chunk_input,"Sarah, I wanted to bring to your attention a payment request that requires immediate",1,kaggle,492,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
45,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,45,spamassassin_000001_000100_chunk_input,"Jessica, I wanted to inform you about an urgent matter regarding an invoice that",1,kaggle,506,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
46,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,46,spamassassin_000001_000100_chunk_input,"Brian, I wanted to notify you about a payment confirmation that is required for",1,kaggle,521,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
47,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,47,spamassassin_000001_000100_chunk_input,"Emily, I wanted to bring to your attention an important matter regarding an invoice",1,kaggle,491,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
48,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,48,spamassassin_000001_000100_chunk_input,"Emily Thompson, and I am a representative of the American Charity Foundation.",1,kaggle,790,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
49,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,49,spamassassin_000001_000100_chunk_input,"Michael Johnson, and I am organizing an exclusive VIP charity event in support of",1,kaggle,792,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
50,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,50,spamassassin_000001_000100_chunk_input,"Sarah Johnson, and I am writing to you on behalf of the Global Hunger",1,kaggle,802,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
51,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,51,spamassassin_000001_000100_chunk_input,"David Wilson, and I am reaching out to you on behalf of the Disaster",1,kaggle,780,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
52,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,52,spamassassin_000001_000100_chunk_input,"Jennifer Miller, and I represent the Volunteer Association for Community Empowerment (VACE).",1,kaggle,886,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
53,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,53,spamassassin_000001_000100_chunk_input,"Samantha Johnson, and I am reaching out to you on behalf of the Education",1,kaggle,904,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
54,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,54,spamassassin_000001_000100_chunk_input,"Daniel Wilson, and I am writing to you on behalf of the Global Climate",1,kaggle,919,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
55,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,55,spamassassin_000001_000100_chunk_input,"Emily Davis, and I am reaching out to you on behalf of the Wildlife",1,kaggle,829,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
56,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,56,spamassassin_000001_000100_chunk_input,"Christopher Thompson, and I am reaching out to you on behalf of the Clean",1,kaggle,884,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
57,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,57,spamassassin_000001_000100_chunk_input,"Olivia Wilson, and I am writing to you on behalf of the Poverty Relief",1,kaggle,835,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
58,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,58,spamassassin_000001_000100_chunk_input,"Sarah, the Head of Security at our esteemed financial institution.",1,kaggle,1047,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
59,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,59,spamassassin_000001_000100_chunk_input,"Michael, the Director of Security at our esteemed financial institution.",1,kaggle,964,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
60,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,60,spamassassin_000001_000100_chunk_input,"Emily, the Security Manager at our esteemed financial institution.",1,kaggle,874,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
61,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,61,spamassassin_000001_000100_chunk_input,"Christopher, the Head of Security at our esteemed financial institution.",1,kaggle,908,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
62,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,62,spamassassin_000001_000100_chunk_input,"Daniel, we kindly request you to update your account immediately.",1,kaggle,484,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
63,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,63,spamassassin_000001_000100_chunk_input,"Christopher, we kindly request you to verify your account ownership.",1,kaggle,462,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
64,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,64,spamassassin_000001_000100_chunk_input,"Customer, we urge you to download and install the latest security update.",1,kaggle,464,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
65,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,65,spamassassin_000001_000100_chunk_input,"Matthew, please do not hesitate to contact me directly at (555) 456-7890 or reply",1,kaggle,302,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
66,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,66,spamassassin_000001_000100_chunk_input,"Jhon, simply click on the link below: We understand how important it is to",1,kaggle,362,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
67,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2_detector_suite_5qioolv5/spamassassin_000001_000100/chunk_input.csv,67,spamassassin_000001_000100_chunk_input,"Jhon, please click on the following link: We believe that great things happen to",1,kaggle,355,,,,,,,config: no rules were found!  Do you need to run 'sa-update'? at /home/che489/perl5/bin/spamassassin line 431.
