row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,spamassassin_prediction,spamassassin_status_header,spamassassin_flag_header,spamassassin_score,spamassassin_required_score,spamassassin_tests,spamassassin_error
11,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,11,spamassassin_000801_000900_chunk_input,Don't Wait! Secure Your Spot in zkSync Biggest Airdrop Yet!,1,phishing_pot,112,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
12,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,12,spamassassin_000801_000900_chunk_input,Citizens Bank and Charter One Bank customer service: important information!,1,phishyai-phishing,77,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
13,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,13,spamassassin_000801_000900_chunk_input,Issue with Website Tracking,0,tobiasbuek,56,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
14,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,14,spamassassin_000801_000900_chunk_input,Unanticipated System Deceleration Noted During Recent Data Analysis,0,tobiasbuek,293,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
15,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,15,spamassassin_000801_000900_chunk_input,Congratulations - Details Apply,1,phishing_pot,8376,1,"Yes, score=6.3 required=5.0 tests=HOSTED_IMG_MULTI_PUB_01,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,6.3,5.0,"HOSTED_IMG_MULTI_PUB_01,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
16,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,16,spamassassin_000801_000900_chunk_input,CMU Public Health Emergency Notification : Immediate Health Precautions Advised,1,cmu-archived-phish,451,0,"No, score=4.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU autolearn=disabled version=4.0.2",,4.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU",
17,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,17,spamassassin_000801_000900_chunk_input,Your MetaMask Wallet Is Temporarily Locked – Verify Now,1,phishing_pot,1326,1,"Yes, score=11.2 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_PHISH,WIKI_IMG autolearn=disabled	version=4.0.2",YES,11.2,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_PHISH,WIKI_IMG",
18,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,18,spamassassin_000801_000900_chunk_input,PROTECT YOUR ACCOUNT FROM UNAUTHORIZED ACCESS,1,phishpuzzer,1916,1,"Yes, score=11.9 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,URI_PHISH	autolearn=disabled version=4.0.2",YES,11.9,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,URI_PHISH	autolearn=disabled",
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,19,spamassassin_000801_000900_chunk_input,Improve strategies for brand expansion,0,tobiasbuek,152,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,20,spamassassin_000801_000900_chunk_input,Suggestions for Enhancing Data Analytics Efficiency,0,tobiasbuek,427,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,21,spamassassin_000801_000900_chunk_input,Query Regarding Digital Strategies Assistance,0,tobiasbuek,307,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,22,spamassassin_000801_000900_chunk_input,Re: [spambayes-dev] 1.1b1?,0,phishpuzzer,930,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,23,spamassassin_000801_000900_chunk_input,You're invited to the OpenAI Crypto Airdrop !,1,phishing_pot,77,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,24,spamassassin_000801_000900_chunk_input,"Earn High Commissions for Booking Online MIME-Version: 1.0 Date: Thu, 18 Jul 2002 10:29:04 -0400 Message-Id: <20020718141932.640F7294098@xent.com> Sender: fork-admin@xent.com Errors-To: fork-admin@xent.com X-Mailman-Version: 1.1 Precedence: bulk List-Id: Friends of Rohit Khare <fork.xent.com> X-Beenthere: fork@spamassassin.taint.org Content-Type: text/html; charset=""ISO-8859-1"" Content-Transfer-Encoding: 8bit <html> <head> <meta http-equiv=""Content-Language"" content=""en-us""> <meta http-equiv=""Content-Type"" content=""text/html; charset=windows-1252""> <meta name=""GENERATOR"" content=""Microsoft FrontPage 4.0""> <meta name=""ProgId"" content=""FrontPage.Editor.Document""> <title>Earn High Commissions for Booking Online</title> </head> <body><center> <table border=""0"" width=""600"" height=""491""> <tr> <td width=""34%"" height=""87""><a target=""_blank"" href=""http://www.ntmllc.com""><img src=""http://www.mailpound.com/Images/NTM2_Ani.gif"" border=""0"" width=""120"" height=""74""></a></td> <td width=""33%"" height=""8",1,phishpuzzer,5342,1,"Yes, score=5.4 required=5.0 tests=END_FUTURE_EMAILS,	MISSING_DATE,MISSING_MID,NORMAL_HTTP_TO_IP,NO_RECEIVED,NO_RELAYS	autolearn=disabled version=4.0.2",YES,5.4,5.0,"END_FUTURE_EMAILS,	MISSING_DATE,MISSING_MID,NORMAL_HTTP_TO_IP,NO_RECEIVED,NO_RELAYS	autolearn=disabled",
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,25,spamassassin_000801_000900_chunk_input,Problem with Login Access Overnight,0,tobiasbuek,277,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,26,spamassassin_000801_000900_chunk_input,Detected Unlawful Access to Patient Information,0,tobiasbuek,536,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,27,spamassassin_000801_000900_chunk_input,Lead ML research - publish at NeurIPS under OpenAI and Berkeley researchers,1,cmu-archived-phish,409,0,"No, score=4.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU autolearn=disabled version=4.0.2",,4.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU",
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,28,spamassassin_000801_000900_chunk_input,Re: URGENT: API Access Denied and User Role Issues,0,rtweera,463,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,29,spamassassin_000801_000900_chunk_input,Please Restore Your Account Access,1,phishyai-phishing,1835,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,30,spamassassin_000801_000900_chunk_input,Overdue: Customer 524191100 - 25 days,0,uberjugaad,220,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,31,spamassassin_000801_000900_chunk_input,Portal de Queja Electronica ID57738536,1,nazario,1075,1,"Yes, score=6.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,PERCENT_RANDOM autolearn=disabled version=4.0.2",YES,6.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,PERCENT_RANDOM",
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,32,spamassassin_000801_000900_chunk_input,Welcome to LoopNet – Important Account Information,1,phishpuzzer,1102,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,33,spamassassin_000801_000900_chunk_input,Customer issue: Smith Hardware Company - Q4 volume increase,0,uberjugaad,230,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,34,spamassassin_000801_000900_chunk_input,URGENT: API Monitoring - No Data Visibility for Production APIs,0,rtweera,487,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,35,spamassassin_000801_000900_chunk_input,YOUR UNCLAIMED FUND!!!,1,phishing_pot,867,1,"Yes, score=6.5 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,UNCLAIMED_MONEY	autolearn=disabled version=4.0.2",YES,6.5,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,UNCLAIMED_MONEY	autolearn=disabled",
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,36,spamassassin_000801_000900_chunk_input,Respond to this question #250026510836 - Respond Now,1,phishyai-phishing,2264,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,37,spamassassin_000801_000900_chunk_input,Problem with Investment Data Tools,0,tobiasbuek,227,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
38,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,38,spamassassin_000801_000900_chunk_input,🎉 17% RLUSD Available to XRP Holders – Claim Now!,1,phishing_pot,12049,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	LOTS_OF_MONEY,MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS	autolearn=disabled version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	LOTS_OF_MONEY,MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS	autolearn=disabled",
39,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,39,spamassassin_000801_000900_chunk_input,Your balance has been replenished +26637$,1,phishing_pot,406,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
40,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,40,spamassassin_000801_000900_chunk_input,Bring summer home with an extra 10-30% off (hint: use code FRIEND),1,phishpuzzer,1697,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
41,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,41,spamassassin_000801_000900_chunk_input,⚠️ Ihr McAfee-Schutz ist ABGELAUFEN – Geräte JETZT ungeschützt!,1,phishing_pot,7102,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
42,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,42,spamassassin_000801_000900_chunk_input,Guide for Integrating Smart Kitchen Devices,0,tobiasbuek,621,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
43,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,43,spamassassin_000801_000900_chunk_input,Customer Support Ticket,0,tobiasbuek,651,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
44,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000801_000900/chunk_input.csv,44,spamassassin_000801_000900_chunk_input,No Subject,1,cmu-archived-phish,371,0,"No, score=4.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU autolearn=disabled version=4.0.2",,4.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,URI_DOTEDU",
