benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,spamassassin_status,spamassassin_prediction,spamassassin_score,spamassassin_required_score,spamassassin_tests,spamassassin_flag,spamassassin_error
1404,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1404,Your jose@monkey.org Storage Is Close To Exceeding The Limit,"Your mailbox is full.

­

49.52 GB

49.5 GB

jose@monkey.org

updates

You are running out of space on your mailbox, Clear Cache to avoid mail malfunction

­

Clear Cache http://www.johnstonesupply.com/search/go?p=R&srid=S1-5SEA-AWSP&lbc=johnstonesupply&w=the%20consolidator&url=https%3A%2F%2Fwww.johnstonesupply.com%2Fstorefront%2Fproduct-view.ep%3FpID%3DS82-540&lgsku=S82-540&rk=1&uid=798415454&sid=2&ts=custom-cms&SLIPid=1676476706439&rsc=q5zGpFm09%3ASAsjgu&method=and&isort=score&view=default&punchouturl=https://divisionpartgroup.com#jose@monkey.org

­

This email was sent to : jose@monkey.org

You've received it because you've subscribed to our newsletter.

Unsubscribe

Disclaimer: This message and its attachment(s), if any, are private and confidential and may contain legally privileged information that you may not share or disclose without the sender’s express permission. If you are not the intended recipient, please contact the senderimmediately and delete this message and all its attachment(s), if any, from your system and your email server. You should not copy this message or disclose its contents to any other person or use it for any purpose. Statements and opinions expressed in this e-mail are those of the sender, and do not necessarily reflect those of Riyadh Infrastructure Projects Center. Riyadh Infrastructure Projects Center accepts no liability - expressed or implied - for any damages caused by this e-mail nor any viruses it may contain.",1,nazario,pending,,,,,,
1405,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1405,Inbox Full: 4 Emails Pending,"Attn: jose,

Storage is almost full

Required action

0.01GB

Email storage quota is almost full.

-

Account :
-

Notification Purpose : Your storage is almost full. Clear some caches/storage or delete irrelevant mails to continue receiving mails in the email account.

-
Mail services may be limited if no action is taken.
-

If no action is taken, these messages may be lost forever. Please resolve this issue as soon as possible.

CLICK TO RE-VALIDATE YOUR EMAIL

After re-validating your email account all your incoming emails on hold will deliver to your mailbox.

Regards.
Email Account Server {C} 2021

CLICK TO RE-VALIDATE YOUR EMAIL

After re-validating your email account all your incoming emails on hold will deliver to your mailbox.

Regards.
Email Account Server {C} 2021",1,nazario,pending,,,,,,
1406,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1406,API Monitoring - Unusual Latency Spikes,"Hi Aetheros Support,

I've been noticing some unusual latency spikes with my API over the past few days. It's not consistent, but it's happening frequently enough to be concerning.

Could you take a look and see if there's anything on the monitoring side that might be causing this?

Thanks,
John Doe",0,rtweera,pending,,,,,,
1407,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1407,"We're having some trouble with your current billing information N
7385181","Please update your details. We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details. UPDATE MY DETAILS Â ON NETFLIX Â Â Please update your details. We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details. UPDATE MY DETAILS ON NETFLIX Please update your details. We're having some trouble with your current billing information. We'll try again, but in the meantime you may want to update your payment details. UPDATE MY DETAILS Â ON NETFLIX",1,phishpuzzer,pending,,,,,,
1408,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1408,SaaS Platform Freeze Issue Reported,"Hello Customer Support, <br>Could you please look into the unexpected freezing of the SaaS platform I experienced? It might be due to an Azure integration problem. Despite trying to restart my workstation and reviewing my firewall settings, the issue remains unresolved. I would be grateful for a prompt solution and would provide any additional information you need. Thank you for your help.",0,tobiasbuek,pending,,,,,,
1409,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1409,Guidance on Integrating Subversion SaaS Solution,"Dear Support, I am reaching out to inquire about integrating the Subversion SaaS project management solution. Could you provide detailed information on the integration process, its benefits, necessary requirements, and any potential limitations? I would greatly appreciate any guidance on how to start the integration process. Additionally, could you specify the tools or plugins required for the integration? I am looking forward to hearing back and learning how Subversion can enhance our project management capabilities. Thank you for your assistance. I am excited about the potential impact on our team's productivity.",0,tobiasbuek,pending,,,,,,
1410,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1410,National City Reminder: Please Update Your Data! (message id: GE07714757),[],1,phishyai-phishing,pending,,,,,,
1411,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1411,Overdue: Customer 508088890 - 42 days,"Please contact customer immediately:

Invoice: 2013765
Amount: €361,534
Days overdue: 42
Last contact: 19 days ago

Customer threatening to switch suppliers but owes us money!

Klaus Peter",0,uberjugaad,pending,,,,,,
1412,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1412,What experts say about using ashwagandha as a stress treatment,"Plus, the first thing you should do when you decide to pay off your debt ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ Here’s What Experts Say About Using Ashwagandha As A Stress Treatment Companies make a lot of claims about supplements and pills they say help people feel a sense of calm, and there is one in particular that has been gaining attention online and in the natural health field: ashwagandha. But is it for real? We asked experts to weigh in. Read more MORE ON LIFE How To Make Coffee Shop Quality Iced Coffee, According To Actual Baristas: These highly caffeinated experts offer a few simple tricks that make a big difference. 6 Things Thin Parents Of Fat Kids Need To Understand: You can't control your child's size, but you can be their ally and their advocate in a fatphobic world. The First Thing You Should Do When You Decide To Pay Off Your Debt: Ready to tackle your debt but don't know where to start? We asked personal finance experts what they think is the right first step. Here’s What Body Language Experts Think About Tom Sandoval’s Alleged ‘Crocodile Tears’: Body language experts chime in on that much-anticipated 'Vanderpump Rules' reunion — and how to tell whether someone's tears are fake or real. The Funniest Tweets From Women This Week: The ladies of Twitter never fail to brighten our day with their brilliant and succinct wit. TOP SHOPPING PICKS The Best Men’s Moisturizers According To Guys With Dry Skin Give Your Backyard A Facelift With These Interior Designer-Recommend Outdoor Rugs We Found Amazon's Best Memorial Day Deals To Shop This Weekend The Best Father’s Day Gifts On Amazon That Dads Can Actually Use 10 Kids’ Gifts Actually Everyone Will Like, According To Toy Store Owners Does somebody keep forwarding you this newsletter? — Subscribe here! ©2023 HuffPost BuzzFeed, Inc, 111 E 18th St, 13th Floor, New York, NY 10003 You're receiving this email because you subscribed to updates from HuffPost. Feedback | Privacy Policy | Unsubscribe",1,phishpuzzer,pending,,,,,,
1413,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1413,Approval needed: Extended terms,"Need approval for:

Customer: Company_461
Deal size: €468,498
Discount requested: 14%
Reason: Long-term contract

Please approve in system.

Jens",0,uberjugaad,pending,,,,,,
1414,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1414,"PO Approval Required: €18,564","Purchase Order Request:

Vendor: SteelCo GmbH
Amount: €59,079
Description: Raw materials
Urgency: Urgent - Production down

Please approve in system.

Vincent",0,uberjugaad,pending,,,,,,
1415,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1415,Notice from PayPal - Identity protection matters,"PayPal September 2006 Dear users of PayPal services, Due to upcoming year 2006, and recent changes in PayPal's Service Agreement you need to submit additional details on your PayPal account. Starting from 2006 all PayPal accounts will come with complete detailed information! Identity protection matters. And PayPal works day and night to help keep your identity safe. Identity protection matters. Get Verified! According the new changes in Service Agreement any unverified account will be deleted from the system in 72 hours after receiving this letter. Your Account Tips to Protect Your Account PayPal's world class fraud investigators share 5 important actions you can take to help prevent identity theft and protect your account. Update Your Profile If you've closed a credit card or bank account recently, remember to go to PayPal's website to update your profile. Identity Protection Highlights New spoof tutorial Learn how to spot and avoid fraudulent ""spoof"" emails and websites with PayPal's handy 5-step spoof tutorial. Protect yourself with tools Guard yourself against ""spoof"" emails with the SafetyBar, and against fraudulent websites with the eBay Toolbar. Checklist if you are a victim... When you suspect a problem with your identity, you have to act fast. Use PayPal's checklist for what you should do. Merchant Offers FREE Norton AntiSpam download with purchase of Norton AntiVirus. Unlimited listening and downloading. All the music you want. FREE trial. Learn about and fund locally run social and environmental projects. Thank You for using PayPal! This notification was sent to you by PayPal. To modify your notification preferences, log in to your PayPal account, click the Profile sub-tab, then click the Notifications link under Account Information. Changes may take up to 10 days to be reflected in our mailings. PayPal will not sell or rent any of your personally identifiable information to third parties. For more information about the security of your information, read our Privacy Policy at Copyright © 2006 PayPal Inc. All rights reserved. Designated trademarks and brands are the property of their respective owners. PayPal is located at 2211 N. First St., San Jose, CA 95131.",1,phishyai-phishing,pending,,,,,,
1416,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1416,Question from eBay Member regarding Item #150057720098,[],1,phishyai-phishing,pending,,,,,,
1417,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1417,phishing@pot Natürlich abnehmen wie die Stars,"<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><div dir=""ltrdata-setdIR=false"" style=""height:2px;max-height:2px;overflow-y:hidden ;color:#ffe""><!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.01 Transitional //EN""><html><head><title>Facebook</title><style nonce=""1Pc6T4id"">@media all and (max-width: 480px){*.ib_t{min-width:100% !important}*.ib_row{display:block !important}*.ib_ext{display:block !important;padding:10px 0 5px 0;vertical-align:top !important;width:100% !important}*.ib_img,*.ib_mid{vertical-align:top !important}*.mb_blk{display:block !important;padding-bottom:10px;width:100% !important}*.mb_hide{display:none !important}*.mb_inl{display:inline !important}*.d_mb_flex{display:block !important}}.d_mb_show{display:none}.d_mb_flex{display:flex}@media only screen and (max-device-width: 480px){.d_mb_hide{display:none !important}.d_mb_show{display:block !important}.d_mb_flex{display:block !important}}.mb_text h1,.mb_text h2,.mb_text h3,.mb_text h4,.mb_text h5,.mb_text h6{line-height:normal}.mb_work_text h1{font-size:18px;line-height:normal;margin-top:4px}.mb_work_text h2,.mb_work_text h3{font-size:16px;line-height:normal;margin-top:4px}.mb_work_text h4,.mb_work_text h5,.mb_work_text h6{font-size:14px;line-height:normal}.mb_work_text a{color:#1270e9}.mb_work_text p{margin-top:4px}</style></head><body style=""margin:0;padding:0;"" dir=""ltr"" bgcolor=""#ffffff""><table border=""0"" cellspacing=""0"" cellpadding=""0"" align=""center"" id=""email_table"" style=""border-collapse:collapse;""><tr><td id=""email_content"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;background:#ffffff;""><table border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0"" style=""border-collapse:collapse;""><tr style=""""><td height=""20"" style=""line-height:20px;"" colspan=""3"">&nbsp;</td></tr><tr><td height=""1"" colspan=""3"" style=""line-height:1px;""><span style=""color:#FFFFFF;font-size:1px;opacity:0;""> You can learn more about how we use your information in our Privacy Policy. </span></td></tr><tr><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td><td style=""""><table border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0"" style=""border-collapse:collapse;""><tr style=""""><td height=""15"" style=""line-height:15px;"" colspan=""3"">&nbsp;</td></tr><tr><td width=""32"" align=""left"" valign=""middle"" style=""height:32;line-height:0px;""><a href=""https://www.facebook.com/n/?aref=1744916890521094&amp;medium=email&amp;mid=632fdd5d60b33G24bc2f42ab26fdG632fe1f6c0e06Ga791&amp;n_sg=Q6bPBAELAQjBbKF8Z-B03jdC1UrD8ed7CcUleorkKi4JzMD7AA&amp;rms=v2&amp;irms=1"" style=""color:#1b74e4;text-decoration:none;""><div><img class=""img"" src=""https://static.xx.fbcdn.net/rsrc.php/v4/yg/r/6EMh2DWYp9P.png"" alt="""" width=""60"" height=""12""></div></a></td><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td><td width=""100%"" style=""""><a href=""https://www.facebook.com/n/?aref=1744916890521094&amp;medium=email&amp;mid=632fdd5d60b33G24bc2f42ab26fdG632fe1f6c0e06Ga791&amp;n_sg=Q6bPBAELAQjBbKF8Z-B03jdC1UrD8ed7CcUleorkKi4JzMD7AA&amp;rms=v2&amp;irms=1"" style=""color:#1877f2;text-decoration:none;font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:19px;line-height:32px;""></a></td></tr><tr style=""""><td height=""0"" style=""line-height:0px;"" colspan=""3"">&nbsp;</td></tr></table></td><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td></tr><tr><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td><td style=""""><table border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0"" style=""border-collapse:collapse;""><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;font-weight:bold;color:#141823;"">Learn how we’ll use your information as we improve AI at Meta</span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> Hi achraf.h17, </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> We’re always improving <a href=""https://l.instagram.com/?u=https%3A%2F%2Fprivacycenter.instagram.com%2Fprivacy%2Fgenai%2F%3Fentry_point%3Dnotification&amp;e=AT3S6xSctWidCyi8HGmFcVYKQrbz2UUdNhHAHacviabAWh2cDUHBsQWN2R7uvQOGMp8-x-uY_LoLfNa_lShjLxrE76YJSIuhqxvLVtZcj_zKmuhce-x1ntMTKD97ABXIQBcnIg"" style=""color:#1b74e4;text-decoration:none;"">AI at Meta</a>. AI at Meta is our collection of generative AI features and experiences, like Meta AI and AI Creative Tools, along with the models that power them. It also includes making models available through an open platform to support researchers, developers and others in the AI community. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;font-weight:bold;color:#141823;"">What this means for you</span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> To help bring these experiences to you, we want you to know that we'll use <a href=""https://l.instagram.com/?u=https%3A%2F%2Fprivacycenter.instagram.com%2Fpolicy%2F%3Fsubpage%3D3.subpage.3-PublicContentWhatContent&amp;e=AT2ieuyPgXbF4-lQQ7vkbwPwB1VuQr986CB5WO20LdZx1Lli1v1lnwEUn8Dv0-2Dout-oz8WkxcjfBppkkvZ5wdlLD-tPeDTjcwSuoV74Z0YPlbrs5gy34Z2G7JanLClkjF02Q"" style=""color:#1b74e4;text-decoration:none;"">public information</a>, like posts and comments, from accounts of people 18 years or older. This includes all of the public information you’ve shared on Meta Products since you created your account. We’ll also use your interactions with AI at Meta features. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> We’ll do this on the basis of legitimate interests to develop and improve <a href=""https://l.instagram.com/?u=https%3A%2F%2Fprivacycenter.instagram.com%2Fprivacy%2Fgenai%2F%3Fentry_point%3Dnotification&amp;e=AT3DvdInuq815NJJtkTdmeALCDAHUqLXyMzQhokTHOVZJnzsT0a2gMfKfCO_ZSE3_UttZgew8aXfXAJFQ_7mtz7qUd4sYki2Xu1-I2YjMCS-XSlfA7WbUZK0tkH4EIqJQLIhXw"" style=""color:#1b74e4;text-decoration:none;"">AI at Meta</a>. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;font-weight:bold;color:#141823;"">What you can do</span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> You have the right to <a href=""https://l.instagram.com/?u=https%3A%2F%2Fhelp.instagram.com%2Fcontact%2F233964459562201&amp;e=AT3OUmlVWnLpFMieWgKFKOL1xFB-4ifnoOg8KEvVwI1icmqjPoF3Ew9WTGJ-dN_Wr9xFYBLK4YvJWvXbkH9aI_uJT5uuPHJVDXxZxT_16EpJOCeFa5B3QvUersQtbdjS_sCqPA"" style=""color:#1b74e4;text-decoration:none;"">object</a> to the use of your information for these purposes. If you submit an objection, we’ll send an email confirming that going forward we won’t use your interactions with AI at Meta features or your public information from Meta Products to develop and improve generative AI models for our AI at Meta. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> If you’ve already objected, you don’t need to submit another request. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> You can also change the audience of your information, or delete it, in your <a href=""https://l.instagram.com/?u=https%3A%2F%2Fprivacycenter.instagram.com%2Fdialog%2Fyour-public-content-genai%2F&amp;e=AT2Jr_2G9hQThOOrBFad-T7GkRxFOZJYmcz0Egyvmqam1gM2isyNxC0hynD3JKt1NUrJWt7xeFg7xr5BVMbCUjN8siXEWxO6FSknsE7h-XQ_PyYlULsn5kywmCXucgSyMbQ2mg"" style=""color:#1b74e4;text-decoration:none;"">settings</a>. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;font-weight:bold;color:#141823;"">More Information</span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> You can learn more about how we use your information in our <a href=""https://l.instagram.com/?u=https%3A%2F%2Fprivacycenter.instagram.com%2Fpolicy%2F%3Fentry_point%3Dnotification&amp;e=AT1KI0tX3t6s7AuPoBUW7ySUYooyQIO3U7_wfixiJTQuNOPTAfF2hIe8mI7bSnNVPpFCJhfiLVbesd6mhzl5V2hiDv-VDPCI08hDHqNy8fakCgrLf60VMvqiKsRpGqkUGBj1bg"" style=""color:#1b74e4;text-decoration:none;"">Privacy Policy</a>. </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text"" style=""font-family:Helvetica Neue,Helvetica,Lucida Grande,tahoma,verdana,arial,sans-serif;font-size:16px;line-height:21px;color:#141823;""> Thanks,<br>The Meta Privacy team </span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><hr></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr><tr><td style=""""><span class=""mb_text""> This message was sent to hakimtabettt@gmail.com. <br>Meta Platforms, Inc., Attention: Community Support, 1 Meta Way, Menlo Park, CA 94025</span></td></tr><tr style=""""><td height=""28"" style=""line-height:28px;"">&nbsp;</td></tr></table></td><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td></tr><tr><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td><td style=""""><table border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0"" style=""border-collapse:collapse;""><tr style=""""><td height=""1"" style=""line-height:1px;"">&nbsp;</td></tr></table></td><td width=""15"" style=""display:block;width:15px;"">&nbsp;&nbsp;&nbsp;</td></tr><tr style=""""><td height=""20"" style=""line-height:20px;"" colspan=""3"">&nbsp;</td></tr></table><span style=""""><img src=""https://www.facebook.com/email_open_log_pic.php?mid=632fdd5d60b33G24bc2f42ab26fdG632fe1f6c0e06Ga791"" style=""border:0;width:1px;height:1px;""></span></td></tr></table></body>
</div>
<!DOCTYPE html><!--eb1dd5cf-0d13-4e3f-beb1-98a15a7dac56_v93--><html><head>
<style type=""text/css"">

body {

width: 100%;
margin-right: auto;
margin-left: auto;
background: #ffffff;
}

* {
-webkit-text-size-adjust: none;
}

ExternalClass * {
line-height: 100%;
}
table {
/*border-collapse: collapse;*/
mso-table-lspace: 0pt;
mso-table-rspace: 0pt;
}
appleLinksFooter a {
col",1,phishing_pot,pending,,,,,,
1418,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1418,Improve Data Analytics Tools,"Customer Support, submitting request for enhancements to data analytics tools currently utilized by a financial firm for investment optimization strategies. Current tools are lacking in providing the necessary level of insight needed to make informed decisions. We would appreciate additional features such as predictive modeling and real-time data analysis, which would greatly improve our ability to optimize investment strategies and increase returns. We are considering this request and appreciate your attention to it.",0,tobiasbuek,pending,,,,,,
1419,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1419,Pipeline Update - February 13,"Morning update:

Opportunities in progress: 25
Value in pipeline: €1,685,215
Closes this week: 3

Key activities today:
- Customer meetings: 3
- Proposals to send: 0
- Follow-ups needed: 9

Mario",0,uberjugaad,pending,,,,,,
1420,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1420,Take Action Now: Renew Your SiriusXM Free Membership Extension,"Take Action Now: Renew Your SiriusXM Free Membership Extension

http://septifix.best/lKYpStioQN0Raj4R2NKqyvizNBQwNPv9Gs83tyPU6y1twZG81w

http://septifix.best/bPZRt_7UZZ7PQm2YvOK0FJQvBliK8J9lngNiBtqiG8kgghjqhA

ften referred to as housing projects (or simply ""the projects""), have a complicated and often notorious history in the United States. While the first decades of projects were built with higher construction standards and a broader range of incomes and same applicants, over time, public housing increasingly became the housing of last resort in many cities. Several reasons have been cited for this negative trend including the failure of Congress to provide sufficient funding, a lowering of standards for occupancy, and mismanagement at the local level. In the United States, the federal government provides funding for public housing from two different sources: the Capital Fund and the Operating Fund. According to the HUD, the Capital Fund subsidizes housing authorities to renovate and refurbish public housing developments; meanwhile, the Operating Fund provides funds to housing authorities in order to assist in maintenance and operating costs of public housing. Furthermore, housing projec
ts have also been seen to greatly increase concentrated poverty in a community, leading to several negative externalities. Crime, drug usage, and educational under-performance are all widely associated with housing projects, particularly in urban areas.

As a result of their various problems and diminished political support, many of the traditional low-income public housing properties constructed in the earlier years of the program have been demolished. Beginning primarily in the 1970s the federal government turned to other approaches including the Project-Based Section 8 program, Section 8 certificates, and the Housing Choice Voucher Program. In the 1990s the federal government accel",1,nazario,pending,,,,,,
1421,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1421,Approval needed: Extended terms,"Need approval for:

Customer: Company_651
Deal size: €446,243
Discount requested: 19%
Reason: Competitive pressure

Please approve in system.

Wolf",0,uberjugaad,pending,,,,,,
1422,S2-GD_86ruhd31_S2-GD,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/prepared_inputs/S2-GD/S2-GD_86ruhd31/S2-GD.csv,1422,Concern About Integration Challenges in Project Management SaaS Application,"Facing notable integration difficulties with various products in the project management SaaS application. This might be due to recent updates or configuration modifications that have impacted compatibility. So far, we have restarted the affected services and reviewed the API connections, but no resolution has been found. Our team is ready to provide additional details and logs necessary to resolve the issue swiftly.",0,tobiasbuek,pending,,,,,,
