Body,label,category,data source
"Hey, tried the new Zumba class at the gym near Andheri? Let’s go together!",0,Recreation,AIFraud
"Hey, do you provide home delivery for groceries in Bangalore?",0,Service Inquiry,AIFraud
"Hey Mom, don’t skip your evening tea and meds. Take care!",0,Family,AIFraud
"Yo, your delivery is coming today! Will drop by evening in Kolkata. Stay tuned!",0,Delivery Update,AIFraud
"Hey, got any plans for Navratri? Let’s do garba night!",0,Social,AIFraud
Reminder: IPL finals tomorrow! Chennai Super Kings vs Mumbai Indians. Don’t miss it!,0,Sports,AIFraud
"Hey, what time does your shop open in Diwali week? Need to pick up some stuff.",0,Service Inquiry,AIFraud
"Yo, let’s meet up at the canteen after class to discuss the History notes. Cool?",0,Education,AIFraud
Good news! Project approval came through. Let’s discuss tomorrow.,0,Work Update,AIFraud
Wanna go for a morning run at India Gate this Sunday? Let me know!,0,Sports,AIFraud
Great news! Your Flipkart order is en route. Delivery expected by tonight in Hyderabad.,0,Delivery Update,AIFraud
Exam timetable is out! Check the notice board near the library for your slots.,0,Education,AIFraud
I’m hooked on Indian Idol this season. Those singers are unreal! U watching?,0,Entertainment,AIFraud
"Dad, please send me the recipe for your awesome rajma. Craving it!",0,Family,AIFraud
"Hey, joining the kabaddi practice today at the school field? Should be fun!",0,Recreation,AIFraud
"Hey, let’s catch the new Bollywood flick at PVR this weekend. Up for it?",0,Entertainment,AIFraud
"Happy Birthday, Chachu! Let’s celebrate with golgappas this weekend!",0,Family,AIFraud
"Mom, I’m bringing friends over for Diwali snacks. Hope that’s ok!",0,Family,AIFraud
Just finished bingeing Panchayat. So relatable! Have u seen it yet?,0,Entertainment,AIFraud
"Yo, football fever! ISL match tonight, Kerala Blasters vs Bengaluru FC. Watching?",0,Sports,AIFraud
How’s it going? Miss our chai chats at the tapri. Let’s meet soon!,0,Social,AIFraud
"Yo, how about a bike ride to Matheran this Saturday? Early start, cool breeze!",0,Recreation,AIFraud
"Hey, India vs England cricket match today at 7 PM. Wanna watch together at my place?",0,Sports,AIFraud
"Hi, there’s a new bowling alley in town. Wanna check it out tomorrow evening?",0,Recreation,AIFraud
"Saw your Holi pics on Insta. You look vibrant, man!",0,Social,AIFraud
Good news! Your Amazon package has been shipped. Should reach you by tomorrow in Delhi.,0,Delivery Update,AIFraud
"Hey, wanna grab some misal pav after work? My treat!",0,Social,AIFraud
Your parcel from Myntra is on the way. Keep a check around 3 PM in Chennai.,0,Delivery Update,AIFraud
Reminder: Guest lecture on Digital Marketing at 2 PM today. Be there!,0,Education,AIFraud
"Hi, can I book a slot for a car service this Saturday at your Pune branch?",0,Service Inquiry,AIFraud
"Bro, the new season of Mirzapur is out. Binge time! Watched yet?",0,Entertainment,AIFraud
"Bro, got tickets for the Delhi Daredevils match. Wanna join me at Feroz Shah Kotla?",0,Sports,AIFraud
"Hey, just landed in Delhi! Traffic’s crazy, but I’ll be home soon.",0,Travel,AIFraud
"Hey, wanna join me for a cricket match at the local ground this Sunday? Bring your bat!",0,Recreation,AIFraud
Flight from Chennai got rescheduled to 8 PM. Will call once I land.,0,Travel,AIFraud
"Dad, I’ll be late from office. Stuck in traffic near Connaught Place.",0,Family,AIFraud
You coming to the Ganpati visarjan tomorrow? Let’s go together!,0,Social,AIFraud
Can you check if we need visas for Dubai? Planning a quick getaway.,0,Travel,AIFraud
Can I get a plumber to visit my place in Hyderabad tomorrow morning?,0,Service Inquiry,AIFraud
Can you confirm if my order for kurtas will reach by Raksha Bandhan?,0,Service Inquiry,AIFraud
"Mom, made it to the station. Train’s on time. See you soon!",0,Family,AIFraud
Update: Client feedback received. Will share details in tomorrow’s meet.,0,Work Update,AIFraud
Let’s plan a trek to Lonavala next weekend. Monsoon vibes and maggi on the way!,0,Recreation,AIFraud
"Heads up, team! Presentation is due by Friday EOD. Let’s do this!",0,Work Update,AIFraud
Are there any discounts on AC servicing before the summer rush in Mumbai?,0,Service Inquiry,AIFraud
"Yo, booked a cab for our Agra trip. Taj Mahal, here we come!",0,Travel,AIFraud
Are you joining for the Diwali mela this weekend? Should be fun!,0,Social,AIFraud
How was your day? Let’s plan a quick meet at CCD tomorrow.,0,Social,AIFraud
"Hey, got tickets for the Diljit Dosanjh concert in Mumbai. Coming with me?",0,Entertainment,AIFraud
"Bhai, let’s watch the India-Pakistan match together tonight!",0,Family,AIFraud
"Hey Didi, can you help with my Hindi homework later? Thanks!",0,Family,AIFraud
"Yo, the Bangalore trip for the project is confirmed for next week. Pack light!",0,Work Update,AIFraud
Just heard the new Arijit Singh song. Pure magic! Have u listened?,0,Entertainment,AIFraud
Reminder: Pack light for our Leh trek. It’s gonna be cold up there!,0,Travel,AIFraud
"Hey, just booked a slot for table tennis at the community club. Join me at 5?",0,Sports,AIFraud
"Meeting shifted to 11 am at the Delhi office. Be there, yaar!",0,Work Update,AIFraud
Just got my tickets for the Kerala backwaters trip. Super excited!,0,Travel,AIFraud
"Just FYI, the server will be down for maintenance tonight at 10 pm.",0,Work Update,AIFraud
"Team, let’s wrap up the pending tasks before the long Holi weekend.",0,Work Update,AIFraud
"Hi, are you up for a dance class at the community center? Bollywood moves await!",0,Recreation,AIFraud
Let’s plan a day trip to Matheran soon. Train ride and scenic views! Thoughts?,0,Recreation,AIFraud
Wanna join for a cricket match at the local ground tomorrow? Bring your energy!,0,Recreation,AIFraud
"Hi, can we meet at Connaught Place for lunch tomorrow? 1 PM works?",0,Social,AIFraud
Wanna play table tennis at the community hall? I’m free this evening.,0,Recreation,AIFraud
"Yo, wanna join for a quick gully cricket game this evening near Bandra?",0,Sports,AIFraud
"Hi, your parcel is out for delivery. It’ll be with you soon in Kolkata!",0,Delivery Update,AIFraud
"Booked a cab for our Agra trip. Taj Mahal, here we come! Excited?",0,Travel,AIFraud
"Hey, can you pick me up from Mumbai airport at 11 AM tomorrow? Thanks!",0,Travel,AIFraud
Great news! Your order is delivered. Thanks for choosing us in Ahmedabad.,0,Delivery Update,AIFraud
"Yo, your order is coming today! Likely by 6 PM in Bangalore. Stay tuned.",0,Delivery Update,AIFraud
"Hi, can you send details of your Diwali special offers?",0,Service Inquiry,AIFraud
Let’s grab some misal pav this weekend. Saturday at 11 near the station?,0,Social,AIFraud
"Hey, reminder to submit your History project by tomorrow. Don’t miss the deadline!",0,Education,AIFraud
Deadline for the Mumbai project is now Wednesday. Let’s hustle!,0,Work Update,AIFraud
"Hi, can I book a cab for tomorrow morning from Pune station?",0,Service Inquiry,AIFraud
Reminder: Tomorrow is the last day to pay the semester fees. Hurry!,0,Education,AIFraud
"Hey, just watched the new Aamir Khan movie trailer. Looks epic! You in for a theater plan this weekend?",0,Entertainment,AIFraud
Flight to Bangalore got rescheduled to 8 PM. Will keep you posted.,0,Travel,AIFraud
"Project update: Client call at 2 PM. Join the Zoom link, okay?",0,Work Update,AIFraud
"Hey, there’s a stand-up comedy show in Delhi next week. Wanna join me?",0,Entertainment,AIFraud
"Hey, did you check the new library books on Indian Geography? Worth a read!",0,Education,AIFraud
"Hey, did you see India’s epic win in the T20 match? Unbelievable finish!",0,Sports,AIFraud
How’s it going? Missed you at the Diwali bash. Let’s plan something soon!,0,Social,AIFraud
"Yo, let’s watch the IPL match at my place tonight. Snacks on me!",0,Social,AIFraud
Do you guys repair laptops? My screen is cracked. Pls reply.,0,Service Inquiry,AIFraud
Match day! India vs England Test at Wankhede. Let’s watch together.,0,Sports,AIFraud
"Hey, my broadband is super slow in Delhi. Can you help fix it?",0,Service Inquiry,AIFraud
"Sis, found a great deal on kurtas at Lajpat Nagar. Wanna check?",0,Family,AIFraud
"Dude, the new Salman Bhai movie is out. Planning a watch party, you coming?",0,Entertainment,AIFraud
"Hello, do you deliver groceries in Kolkata? Need info ASAP.",0,Service Inquiry,AIFraud
"Hey, what’s the cost of a full car wash in Hyderabad?",0,Service Inquiry,AIFraud
"Heads up, office will be closed for Diwali on Thursday. Enjoy!",0,Work Update,AIFraud
"Hi, just a heads-up—your parcel is en route. Expect it by tonight in Jaipur.",0,Delivery Update,AIFraud
"Sis, let’s plan a Rakhi dinner at home this year. Thoughts?",0,Family,AIFraud
"Hi, are you coming to the Ganpati visarjan tomorrow? Let’s go together!",0,Social,AIFraud
Don’t miss the guest lecture on Economics at 11 AM tomorrow in the auditorium.,0,Education,AIFraud
Got my marks for the Hindi exam! Super happy with a 92!,0,Education,AIFraud
"Hi, let’s grab some street food at Chowpatty tonight. Pav bhaji on me!",0,Recreation,AIFraud
"Heads up, the Physics lab session is shifted to Friday. Check the timetable.",0,Education,AIFraud
Did you see the latest Koffee with Karan episode? Juicy gossip! Let’s chat.,0,Entertainment,AIFraud
"Bro, the latest episode of Kapil Sharma Show had me in splits! Did you catch it?",0,Entertainment,AIFraud
"Hey, just checking in. How’s everything after the monsoon mess? Call me!",0,Social,AIFraud
"Hey, don’t forget to bring sweets for Ganesh Chaturthi!",0,Family,AIFraud
"Bro, last night’s India-Pakistan match was unreal! Did you watch till the end?",0,Entertainment,AIFraud
Team outing planned for next Saturday at EsselWorld. You in?,0,Work Update,AIFraud
"Just binge-watched Mirzapur Season 2. Too good, yaar! You started it yet?",0,Entertainment,AIFraud
Your shipment is moving fast! Likely to reach you by morning in Surat.,0,Delivery Update,AIFraud
Can you tell me the rates for a family photoshoot in Bangalore?,0,Service Inquiry,AIFraud
"Mom, made aloo parathas for breakfast. Save some for me!",0,Family,AIFraud
"Dad, can you help me with the Diwali lights tomorrow?",0,Family,AIFraud
"Dad, can you send me the recipe for your famous rajma?",0,Family,AIFraud
India’s kabaddi team crushed it at the Pro League! So proud!,0,Sports,AIFraud
"Hey, let’s catch up over some chai at the local tapri tomorrow. 4 PM cool with you?",0,Social,AIFraud
Quick reminder: Training on new software tomorrow at 10 AM. See ya!,0,Work Update,AIFraud
"Hey there, your delivery is on the way. Should arrive by tomorrow in Hyderabad.",0,Delivery Update,AIFraud
"Bhai, are you free to watch the India-Pakistan match tonight?",0,Family,AIFraud
"Mom, I’ll be late from tuitions. Don’t worry, back by 9.",0,Family,AIFraud
Train to Kolkata is on time. See you at Howrah Station by evening.,0,Travel,AIFraud
Your package has been shipped. Expect it in 2 days at your Pune address.,0,Delivery Update,AIFraud
"Hey, your order is on its way! Expect delivery by evening in Mumbai.",0,Delivery Update,AIFraud
"Reminder: Submit your weekly report by EOD today. Thanks, bhai!",0,Work Update,AIFraud
"Just a heads-up, the school picnic to EsselWorld is next week. Excited?",0,Education,AIFraud
"Dude, Virat’s century yesterday was insane! Did you watch the highlights?",0,Sports,AIFraud
"Hey, are you free for a friendly football match at Shivaji Park this Sat?",0,Sports,AIFraud
"Hey, just a heads up, team meeting at 11 AM tomorrow. Be there, yaar!",0,Work Update,AIFraud
Let’s go cycling near Powai Lake early tomorrow. Fresh air and a quick ride!,0,Recreation,AIFraud
"Aunty, thanks for the awesome biryani yesterday. Loved it!",0,Family,AIFraud
Reminder: Hockey India League starts tomorrow. Don’t miss it!,0,Sports,AIFraud
"Hey, wanna join me for a walk at Marine Drive this evening? Around 6?",0,Social,AIFraud
"Hey bro, let’s catch up over chai this evening at the corner stall.",0,Family,AIFraud
Your delivery is scheduled for today. Keep an eye out around 3 PM in Chennai.,0,Delivery Update,AIFraud
Let’s hit the gym and then catch the ISL match. Mumbai City FC playing!,0,Sports,AIFraud
Arriving in Chennai at 9 AM. Can we grab some idli-vada for breakfast?,0,Travel,AIFraud
"Bro, let’s plan a quick getaway to Pondicherry. French vibes await!",0,Travel,AIFraud
"Hello, is there a discount on Jio recharge plans this month?",0,Service Inquiry,AIFraud
"Hey, let’s hit the beach at Juhu this Sunday. Sun, sand, and vada pav! You in?",0,Recreation,AIFraud
"Hi, let’s try the new bowling alley in Malad this weekend. Up for some strikes?",0,Recreation,AIFraud
Have you listened to the new Badshah track? Total banger! Drop your thoughts.,0,Entertainment,AIFraud
"Yo, let’s meet at the canteen after class to discuss the Maths assignment.",0,Education,AIFraud
"Yo, are you free for a quick dosa run tonight? Thinking of that place near MG Road at 7.",0,Social,AIFraud
Join me for a morning jog at Marine Drive. Let’s catch the sunrise together!,0,Recreation,AIFraud
"Reminder: Our train to Jaipur leaves at 6 PM. Don’t be late, yaar!",0,Travel,AIFraud
"Hi, do you provide AC servicing in Mumbai? Need it urgently.",0,Service Inquiry,AIFraud
"Yo, IPL highlights last night were crazy! Did you see that last over? Let’s discuss.",0,Entertainment,AIFraud
"Yo, packed for Manali. Got your snow boots? It’s freezing there!",0,Travel,AIFraud
Just checked into a cute homestay in Coorg. Coffee plantations everywhere!,0,Travel,AIFraud
"Hey, badminton tournament in Delhi next week. You up for cheering?",0,Sports,AIFraud
"Hey, there’s a cool art workshop in Bandra this Sat. Fancy getting creative?",0,Recreation,AIFraud
"Let’s revise together for the Civics test. My place, 5 PM today?",0,Education,AIFraud
"Meeting with the boss at 4 PM today. Don’t be late, dost!",0,Work Update,AIFraud
Good news! Your package has been dispatched. Should reach you by tomorrow in Delhi.,0,Delivery Update,AIFraud
Are there any weekend slots for a salon appointment in Chennai?,0,Service Inquiry,AIFraud
"Bro, IPL auction tonight! Who do you think CSK will pick this time?",0,Sports,AIFraud
"Hey, just landed in Delhi. Traffic’s crazy, will reach in an hour or so.",0,Travel,AIFraud
"Hey, found this cool desi playlist on Spotify. Perfect for Diwali vibes. Want the link?",0,Entertainment,AIFraud
"Yo, don’t forget the presentation prep for Monday. Let’s nail it!",0,Work Update,AIFraud
"Hey, can you cover my shift tomorrow? Got a family puja. Thanks!",0,Work Update,AIFraud
"Hey, are you up for a Bollywood movie marathon this Sunday? Let me know!",0,Social,AIFraud
Planning a movie night at home. PVR vibes with popcorn and chai. Coming over?,0,Recreation,AIFraud
"Don’t forget, parent-teacher meeting this Saturday at school. Be there!",0,Education,AIFraud
"Sis, happy Rakhi! Miss tying the rakhi in person. Love ya!",0,Family,AIFraud
"Team, let’s wrap up the presentation by EOD. Need it for tomorrow’s meeting.",0,Work Update,AIFraud
How’s it going? Let’s meet for a quick dosa at Saravana Bhavan this Sunday.,0,Social,AIFraud
"Hey, the Diwali break starts next week. Plan your studies accordingly!",0,Education,AIFraud
"Yo, do you guys repair laptops in Bangalore? Need urgent help!",0,Service Inquiry,AIFraud
Just reached Jaipur. The Pink City looks amazing! Let’s meet for chai later.,0,Travel,AIFraud
"Hey, your order is shipped! Expect delivery by tomorrow evening in Mumbai.",0,Delivery Update,AIFraud
Reminder: Pack sunscreen for our Goa beach trip. It’s gonna be super sunny!,0,Travel,AIFraud
"Dude, the new episode of Bigg Boss is pure drama! Are you following this season?",0,Entertainment,AIFraud
Great! Your return is processed. Refund will hit your account in 5-7 days.,0,Delivery Update,AIFraud
"Yo, let’s catch the IPL match at a sports bar tonight. Snacks on me!",0,Recreation,AIFraud
"Hi, got tickets for the Arijit Singh concert in Mumbai. Wanna join me?",0,Entertainment,AIFraud
"Hey, did you hear? India won the Asia Cup! So proud, man!",0,Sports,AIFraud
"Heads up, the project review is now on Monday. Prep well!",0,Work Update,AIFraud
"Bro, got tickets for the IPL match. Wanna join?",0,Family,AIFraud
"Hey, tried the new Zumba class at the local club? It’s super fun!",0,Recreation,AIFraud
"Yo, don’t forget the office Diwali party tomorrow. Bring your vibe!",0,Work Update,AIFraud
"Hey, let’s hit the Lonavala hills for a trek this Sunday. Pack light and bring water!",0,Recreation,AIFraud
"Yo, are you joining us for the Diwali mela tonight? It’s gonna be fun!",0,Social,AIFraud
"Hi, just a heads-up! Your order is en route and will reach Kolkata by tomorrow.",0,Delivery Update,AIFraud
"Meeting shifted to 4 PM. Be on time, yaar!",0,Work Update,AIFraud
"Dad, can you get some paneer from the market? Making tikka tonight!",0,Family,AIFraud
"Hey, my train to Mumbai is running late by 3 hours. Will keep you updated!",0,Travel,AIFraud
Team lunch at the dhaba near office tomorrow. See you at 1 PM!,0,Work Update,AIFraud
"Bhai, let’s plan a Diwali party at home this year. Ideas?",0,Family,AIFraud
"Hi, what’s the waiting time for a car wash at your Pune branch?",0,Service Inquiry,AIFraud
"Bro, Virat Kohli smashed another 100! What a legend, yaar!",0,Sports,AIFraud
Good news! Your parcel from Amazon is out for delivery. Should reach by 3 PM today.,0,Delivery Update,AIFraud
"Hi, is there any discount on AC servicing this month?",0,Service Inquiry,AIFraud
"Hey, let’s plan a quick getaway to Shimla. Snow and maggi sound perfect!",0,Travel,AIFraud
"Yo, the latest IPL match was epic! Did you see that last over? Text me your thoughts.",0,Entertainment,AIFraud
Your Flipkart order is on its way. Should be with you in Pune by Friday.,0,Delivery Update,AIFraud
Heads-up! Physics lab session is on Monday at 9 AM. Be on time!,0,Education,AIFraud
Let’s explore the Elephanta Caves this weekend. Boat ride and history!,0,Recreation,AIFraud
Reminder: Library fines apply from tomorrow for overdue books. Return ASAP!,0,Education,AIFraud
"Missed you at the Ganpati visarjan. Let’s catch up soon, maybe over pav bhaji?",0,Social,AIFraud
"Yo, India vs England Test match today. Wanna bet who scores a century?",0,Sports,AIFraud
"Hi, wanna join for a local cricket match this Sunday at Shivaji Park?",0,Sports,AIFraud
"Hey there, your parcel is out for delivery! Expect it by evening in Hyderabad.",0,Delivery Update,AIFraud
"Yo, track your package! It’s heading to Ahmedabad and will arrive by noon.",0,Delivery Update,AIFraud
"Hey, let’s grab some chai at the local tapri tomorrow. 4 PM cool with you?",0,Social,AIFraud
"Just got my visa for Dubai. Finally, shopping at Burj Khalifa awaits!",0,Travel,AIFraud
Anyone up for a quick revision session for Civics? Let’s meet at 5 PM.,0,Education,AIFraud
My flight to Delhi lands at 8 PM. Can you pick me up from IGIA? Thanks!,0,Travel,AIFraud
"Yo, gully cricket today evening near Andheri. You in or what?",0,Sports,AIFraud
"Reminder: Submit your History project by Friday. No extensions, guys!",0,Education,AIFraud
Just finished watching The Family Man. Manoj Bajpayee is killing it! You seen it?,0,Entertainment,AIFraud
"Hey, can you tell me the delivery charges for my area in Delhi?",0,Service Inquiry,AIFraud
"Dad, can you help with my bike? It’s not starting again.",0,Family,AIFraud
Friendly nudge: Update your timesheet before the weekend. Cheers!,0,Work Update,AIFraud
"Hi, your order is shipped! Delivery slotted for tomorrow morning in Bangalore.",0,Delivery Update,AIFraud
"Hey, are there any offers on Diwali gift hampers right now?",0,Service Inquiry,AIFraud
"FYI, the college fest prep meeting is at 3 PM today. See you there!",0,Education,AIFraud
I’m hosting a Diwali party with games and mithai. Come over on Friday!,0,Recreation,AIFraud
Results for the mid-term exams are out. Check the university portal now.,0,Education,AIFraud
"Reminder: HR training session at 3 PM. Don’t skip, it’s mandatory.",0,Work Update,AIFraud
"Yo, your package is on the way! Keep a lookout, it’ll arrive in Delhi by tonight.",0,Delivery Update,AIFraud
How was your day? Let’s chat over some cutting chai soon.,0,Social,AIFraud
"Sis, found a cool kurti at Lajpat Nagar. Want me to grab it?",0,Family,AIFraud
"Hey, wanna watch the IPL match together at my place? Bring snacks!",0,Social,AIFraud
Train to Varanasi is on time. Will reach by evening for Ganga Aarti!,0,Travel,AIFraud
"Hey Mom, don’t miss your evening meds. Take care, love you!",0,Family,AIFraud
"Hey, just saw the trailer of Pathaan 2. Looks mind-blowing! Excited?",0,Entertainment,AIFraud
Could you confirm if my order from Jaipur has been dispatched?,0,Service Inquiry,AIFraud
Have you been to EsselWorld lately? Thinking of going next weekend. Join?,0,Recreation,AIFraud
"Hey, did you catch the new Bollywood flick on Netflix? Total paisa vasool! Let’s talk about it.",0,Entertainment,AIFraud
"Hi, I need details about your gym membership in Kolkata. Thanks!",0,Service Inquiry,AIFraud
Can I book a gas cylinder refill for tomorrow in Chennai?,0,Service Inquiry,AIFraud
Picnic at Sanjay Gandhi National Park this Sat. Bring your matar paneer!,0,Recreation,AIFraud
"Yo, forgot to pack my kurta for the wedding in Udaipur. Can you bring one?",0,Travel,AIFraud
"Hey, can we meet at the old book stall in Fort? Got some stuff to discuss.",0,Social,AIFraud
"Aunty, thanks for the awesome aloo parathas yesterday. Yum!",0,Family,AIFraud
Booked our tickets for the Kerala backwaters trip. So excited for houseboats!,0,Travel,AIFraud
"Heya, do you provide home delivery in Ahmedabad on weekends?",0,Service Inquiry,AIFraud
"Hi, there’s a stand-up comedy show in Delhi this Sat. Interested in going?",0,Entertainment,AIFraud
Could you share the latest tariff plans for Mumbai circle?,0,Service Inquiry,AIFraud
Your Myntra order has been dispatched. Delivery expected within 2 days in Chennai.,0,Delivery Update,AIFraud
"Hey, did you watch the IPL game yesterday? CSK pulled off a crazy win!",0,Sports,AIFraud
Wanna join for a morning jog at Marine Drive tomorrow? 6 AM sharp.,0,Recreation,AIFraud
Planning a game night at my place. Cards and Ludo on Friday. You in?,0,Recreation,AIFraud
"Hey, are you free for a walk at Marine Drive this evening? Around 7?",0,Social,AIFraud
India’s badminton stars are killing it at the BWF! Watch live at 7 PM.,0,Sports,AIFraud
Reminder: Submit your weekly report by 5 PM. Thanks!,0,Work Update,AIFraud
Let’s plan a movie night this weekend. Any new Hindi films you wanna watch?,0,Entertainment,AIFraud
"Yo, let’s hit the mall this weekend. Need to shop for Rakhi gifts!",0,Social,AIFraud
"Dude, let’s hit the gym and then watch the ISL football match. Deal?",0,Sports,AIFraud
Let’s plan a quick getaway to Goa next month. Beach vibes and feni!,0,Recreation,AIFraud
"Yo, don’t forget the Maths seminar at 11 AM tomorrow in the main hall!",0,Education,AIFraud
"Chachi, sending you the recipe for rajma. Try it out!",0,Family,AIFraud
"Just binged Mirzapur S3. Bhai, it’s next level! Watched it yet?",0,Entertainment,AIFraud
"Mom, I’ll be late from tuitions. Back by 8 PM, don’t worry.",0,Family,AIFraud
Are you coming to the Holi party at Rohit’s? Don’t miss the gujiyas!,0,Social,AIFraud
"Hey, let’s group up for the Sanskrit presentation. Msg me if you’re in!",0,Education,AIFraud
Polite request: Can you share the IPL schedule? Wanna plan a watch party.,0,Sports,AIFraud
"Hey, have you applied for the e-visa for our Thailand trip? Deadline’s near.",0,Travel,AIFraud
Don’t miss the guest lecture on Economics by Prof. Sharma tomorrow!,0,Education,AIFraud
"Hey, just a reminder to log in for the client call at 11 AM today. Don’t miss it!",0,Work Update,AIFraud
"New task assigned, check your email for details. Let’s get it done!",0,Work Update,AIFraud
Reminder: Kabaddi League finals tonight. Let’s cheer for our desi champs!,0,Sports,AIFraud
"Bro, have you listened to the new Badshah track? Total banger! Share your fav line.",0,Entertainment,AIFraud
"Hey buddy, your parcel is on the move! Reaching Gurgaon in a couple of hours.",0,Delivery Update,AIFraud
Let’s catch a cricket match at the local ground tomorrow. Bring snacks!,0,Recreation,AIFraud
"Hey, the new season of Mirzapur dropped! Total paisa vasool. Have you started watching yet?",0,Entertainment,AIFraud
"Hi, your delivery is scheduled for today. Should be there by 4 PM in Delhi.",0,Delivery Update,AIFraud
"Hi, is your gym offering any Holi special membership plans?",0,Service Inquiry,AIFraud
"Hello, do you provide catering for small events in Bangalore?",0,Service Inquiry,AIFraud
"Sis, are you free for a quick chat? Missing our late-night talks.",0,Family,AIFraud
"Hi there, your order is en route. Should reach Ahmedabad by tomorrow evening.",0,Delivery Update,AIFraud
"Yo, IPL finals this Sunday. Wanna come over for a watch party at my place?",0,Entertainment,AIFraud
"Hey, how’s it going? Wanna chat over chai sometime this week?",0,Social,AIFraud
"Heads up, the Physics lecture is now at 11 AM in Room 203. Be there!",0,Education,AIFraud
"Hey Dad, can you help me with some Diwali shopping today? Need your expert opinion!",0,Family,AIFraud
"Hey, passport renewal done. Ready for our international trip now!",0,Travel,AIFraud
Your order is coming! Likely to be at your doorstep by tomorrow in Pune.,0,Delivery Update,AIFraud
"Hey, up for a bike ride to Pawna Lake tomorrow morning? Early start!",0,Recreation,AIFraud
"Bro, let’s hit the gym and train like Virat Kohli. Ready for a session?",0,Sports,AIFraud
"Aunty, thanks for the amazing laddoos. They reminded me of Dadi’s cooking!",0,Family,AIFraud
Just finished reading ‘The White Tiger’. Mind-blowing story! You gotta read it.,0,Entertainment,AIFraud
How about a picnic at Sanjay Gandhi National Park this Saturday? Pack some parathas!,0,Recreation,AIFraud
"Hey, you watching the India-England Test match today? Let’s chat during the tea break!",0,Sports,AIFraud
"Bro, let’s catch the latest Shah Rukh Khan movie this weekend. Tickets on me!",0,Entertainment,AIFraud
"Hey, just booked our tickets to Kerala for the houseboat stay. Super excited!",0,Travel,AIFraud
