row_number,source_path,source_row_number,dataset_name,subject,label,data_source,content_length,spamassassin_prediction,spamassassin_status_header,spamassassin_flag_header,spamassassin_score,spamassassin_required_score,spamassassin_tests,spamassassin_error
19,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,19,spamassassin_000201_000300_chunk_input,Medical Information Exposure in Zoho CRM,0,tobiasbuek,616,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
20,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,20,spamassassin_000201_000300_chunk_input,Overdue: Customer 523283960 - 90 days,0,uberjugaad,220,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
21,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,21,spamassassin_000201_000300_chunk_input,Get auto protection for a low month-to-month cost,1,phishing_pot,617,0,"No, score=3.4 required=5.0 tests=MISSING_DATE,MISSING_MID,	NORMAL_HTTP_TO_IP,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",,3.4,5.0,"MISSING_DATE,MISSING_MID,	NORMAL_HTTP_TO_IP,NO_RECEIVED,NO_RELAYS",
22,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,22,spamassassin_000201_000300_chunk_input,Announcement* :   Withdraw Process is Authorized Now !!,1,phishing_pot,1308,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
23,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,23,spamassassin_000201_000300_chunk_input,Request for Support Following a Data Breach in Healthcare Systems,0,tobiasbuek,625,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
24,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,24,spamassassin_000201_000300_chunk_input,Online Banking Alert,1,phishyai-phishing,22,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
25,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,25,spamassassin_000201_000300_chunk_input,Reported Malfunction of Multiple Devices,0,tobiasbuek,1154,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
26,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,26,spamassassin_000201_000300_chunk_input,Black Friday Deals,1,phishpuzzer,330,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
27,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,27,spamassassin_000201_000300_chunk_input,Protect your RegionsNet® against phishing scams by activate Anti-Theft Program,1,phishyai-phishing,1172,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
28,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,28,spamassassin_000201_000300_chunk_input,Re: Urgent: High latency spikes with our API impacting customer experience,0,rtweera,761,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
29,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,29,spamassassin_000201_000300_chunk_input,Paypal URGENT,1,phishpuzzer,1000,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
30,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,30,spamassassin_000201_000300_chunk_input,Kostenlose IPTV-Testversion ��� Sofortiges Streamen auf jedem Ger��t,1,phishing_pot,12068,1,"Yes, score=9.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,PDS_OTHER_BAD_TLD	autolearn=disabled version=4.0.2",YES,9.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS,PDS_OTHER_BAD_TLD	autolearn=disabled",
31,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,31,spamassassin_000201_000300_chunk_input,ENC: HARVARD MEDICAL: “Weight-Loss Doubling” Trick for Women,1,phishing_pot,1310,0,"No, score=4.0 required=5.0 tests=DIET_1,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,4.0,5.0,"DIET_1,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
32,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,32,spamassassin_000201_000300_chunk_input,Secure Medical Information on Microsoft Surface Pro 8,0,tobiasbuek,1027,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
33,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,33,spamassassin_000201_000300_chunk_input,Concern Regarding Data Analytics Dashboard,0,tobiasbuek,554,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
34,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,34,spamassassin_000201_000300_chunk_input,Security Concern with IAM Role Delegation,0,rtweera,522,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
35,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,35,spamassassin_000201_000300_chunk_input,100% Natural Ingredients - Remove Toxins Through Sweat Glands yt-6488,1,phishing_pot,12069,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
36,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,36,spamassassin_000201_000300_chunk_input,Issue with Task Synchronization Between Systems,0,tobiasbuek,158,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
37,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,37,spamassassin_000201_000300_chunk_input,Re: Urgent issue with IAM role assignment,0,rtweera,414,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
38,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,38,spamassassin_000201_000300_chunk_input,Yօur Ԝallеt is tеmpօrarily Suspendеd!,1,phishing_pot,12037,1,"Yes, score=6.7 required=5.0 tests=FUZZY_WALLET,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS,URI_GOOGLE_PROXY autolearn=disabled	version=4.0.2",YES,6.7,5.0,"FUZZY_WALLET,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS,URI_GOOGLE_PROXY",
39,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,39,spamassassin_000201_000300_chunk_input,NOTICE BY ADMIN VERIFY YOUR ACCOUNT,1,cmu-archived-phish,405,0,"No, score=4.8 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,URI_DOTEDU autolearn=disabled	version=4.0.2",,4.8,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS,SUBJ_ALL_CAPS,URI_DOTEDU",
40,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,40,spamassassin_000201_000300_chunk_input,Pipeline Update - January 23,0,uberjugaad,221,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
41,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,41,spamassassin_000201_000300_chunk_input,Security Incident: Unauthorized Access to Patient Records,0,tobiasbuek,317,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
42,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,42,spamassassin_000201_000300_chunk_input,Problem with Notion App,0,tobiasbuek,267,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
43,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,43,spamassassin_000201_000300_chunk_input,Your account is experiencing a payment issue.,1,phishing_pot,2676,1,"Yes, score=7.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled	version=4.0.2",YES,7.4,5.0,"DOS_BODY_HIGH_NO_MID,	MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS",
44,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,44,spamassassin_000201_000300_chunk_input,Approval needed: Extended terms,0,uberjugaad,178,0,"No, score=3.3 required=5.0 tests=LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"LOTS_OF_MONEY,MISSING_DATE,	MISSING_MID,NO_RECEIVED,NO_RELAYS",
45,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,45,spamassassin_000201_000300_chunk_input,Reported Incident of Medical Data Breach,0,tobiasbuek,827,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
46,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,46,spamassassin_000201_000300_chunk_input,Sale ends soon,1,phishpuzzer,1011,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
47,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,47,spamassassin_000201_000300_chunk_input,10 Habitats You'll Want to Save,1,phishpuzzer,2146,0,"No, score=3.3 required=5.0 tests=MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS autolearn=disabled version=4.0.2",,3.3,5.0,"MISSING_DATE,MISSING_MID,	NO_RECEIVED,NO_RELAYS",
48,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/Industry/email_detectors/output/logs/tmp/s2-gd_detector_suite_h8j2sb7t/spamassassin_000201_000300/chunk_input.csv,48,spamassassin_000201_000300_chunk_input,Das ist leider das letzte Mal,1,phishing_pot,6298,1,"Yes, score=10.4 required=5.0 tests=DOS_BODY_HIGH_NO_MID,	HOSTED_IMG_MULTI_PUB_01,MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS	autolearn=disabled version=4.0.2",YES,10.4,5.0,"DOS_BODY_HIGH_NO_MID,	HOSTED_IMG_MULTI_PUB_01,MISSING_DATE,MISSING_MID,NO_RECEIVED,NO_RELAYS	autolearn=disabled",
