row_number,source_id,prompt_index,prompt,label
190,HW-P__row190,3,"Write an alert to a customer regarding their outdated billing information, emphasizing the consequences of not updating within a specified timeframe.",1
191,HW-P__row191,1,Craft a promotional email offering new casino players free spins without a deposit requirement.,1
191,HW-P__row191,2,Develop an enticing message for a casino campaign that encourages users to register for free games with real winnings.,1
191,HW-P__row191,3,Compose an advertisement for an online casino highlighting an opportunity for players to win big with no initial deposit.,1
196,HW-B__row196,1,"Write an inquiry to a support team requesting detailed guidance on implementing security measures for MongoDB in a healthcare environment. Include questions about encryption, access control, and compliance with industry standards like HIPAA.",0
196,HW-B__row196,2,"Compose a letter to seek expert advice on securing MongoDB databases specifically within healthcare settings, focusing on data confidentiality, integrity, and best practices for maintaining security.",0
196,HW-B__row196,3,"Draft a professional email asking for recommendations on necessary security protocols for MongoDB in healthcare, including specific configurations and monitoring mechanisms to protect patient data.",0
200,HW-P__row200,1,Design a promotional email for a lawn care service offering a free application and highlighting the company's leading position in the industry.,1
200,HW-P__row200,2,"Create a marketing message advertising a special promotion for lawn care services, emphasizing the value and reputation of the provider.",1
200,HW-P__row200,3,Write an email showcasing a limited-time opportunity to receive complimentary lawn care services from a top-rated company.,1
202,HW-P__row202,1,"Formulate a notification email informing a customer that their subscription payment could not be processed, prompting them to update payment details to restore full access.",1
202,HW-P__row202,2,"Create a polite email to notify a subscriber of a temporary account suspension due to payment issues, requesting updated billing information to reactivate their subscription.",1
202,HW-P__row202,3,"Draft an alert email to a customer about an unsuccessful subscription renewal attempt, advising them to update their payment information to avoid service interruptions.",1
204,HW-P__row204,1,Create an email informing a customer about their account lockout due to multiple failed login attempts and provide instructions for unlocking.,1
204,HW-B__row204,1,"Write a brief news article about astronomers discovering dust rings around stars, which indicate the presence of Earth-like planets and the potential for a census.",0
204,HW-P__row204,2,"Compose a message to a customer about measures taken after their account was locked for security reasons, emphasizing the importance of securing personal information.",1
204,HW-B__row204,2,"Create a scientific news summary discussing how dust rings around distant stars can reveal small rocky planets, according to recent astronomical findings.",0
204,HW-P__row204,3,Draft a notification explaining the lockout of a customer's account following multiple incorrect password attempts and outline the procedure to regain access.,1
204,HW-B__row204,3,"Draft a report explaining the significance of dust rings detected around stars, suggesting the presence of Earth-like planets and the possibility of conducting a planetary census.",0
212,HW-P__row212,1,"Create a promotional message detailing the offerings of a service named GhostBay, emphasizing available databases, target emails, and tools for specific online activities.",1
212,HW-P__row212,2,"Generate an advertisement for a digital platform that provides fresh databases, target emails, and various online tools, highlighting recent updates and removals of outdated resources.",1
212,HW-P__row212,3,"Write a brief announcement for a service update on a website named GhostBay, outlining new additions to their database collections and available tools.",1
215,HW-B__row215,1,"Create a support request email outlining an unexpected malfunction in an investment dashboard after a software update, requesting assistance.",0
215,HW-B__row215,2,"Draft a message to customer support reporting a failure in a financial analytics tool, possibly due to a recent incompatible update, and seeking troubleshooting help.",0
215,HW-B__row215,3,"Write an email describing technical problems encountered with an analytics dashboard following a software update, asking for guidance from support.",0
222,HW-B__row222,1,"Create a formal approval request for a purchase order needed urgently to address a production issue, including vendor details and order amount.",0
222,HW-B__row222,2,"Draft a message seeking authorization for a critical purchase order to resolve an operational downtime, specifying the vendor and cost involved.",0
222,HW-B__row222,3,"Write an urgent request for managerial approval of a purchase order necessary to maintain production efficiency, including all relevant details.",0
223,HW-P__row223,1,Draft a marketing email promoting the limited availability of free home batteries per municipality. Highlight the benefits and urgency to secure a spot.,1
223,HW-P__row223,2,"Write a promotional message about an exclusive offer for free home batteries, emphasizing the limited slots per municipality and the advantages of participating.",1
223,HW-P__row223,3,"Create an advertisement email encouraging readers to claim a free home battery, underscoring the scarcity of spots and the perks of the offer.",1
229,HW-B__row229,1,Draft an inquiry to a support team regarding inconsistencies in API monitoring data and its impact on performance tracking.,0
229,HW-B__row229,2,Compose a message to a technical support team highlighting issues with delayed and inaccurate API monitoring dashboards.,0
229,HW-B__row229,3,Write a request for an investigation into API monitoring discrepancies affecting performance metrics and data accuracy.,0
231,HW-P__row231,1,"Draft an email notifying a user about an exclusive credit card offer, including a unique access code and instructions for use.",1
231,HW-P__row231,2,"Create a message inviting someone to apply for a premium credit card, highlighting the benefits and providing a personal access token.",1
231,HW-P__row231,3,"Write a notification informing a recipient of their eligibility for a special credit card offer, with details on how to proceed if they cannot access the HTML content.",1
233,HW-B__row233,1,"Craft a product review that explores the evolution of computer graphics and textures, focusing on a specific tool's ability to create diverse shaders and its reception among artists.",0
233,HW-B__row233,2,"Write a detailed evaluation of a graphics program's capabilities in generating complex shaders, considering the increasing sophistication of audiences and the tool's latest features.",0
233,HW-B__row233,3,"Develop a critique of a software used in computer graphics, discussing its functionality for artists in creating various shader types and its adaptability to modern audience expectations.",0
234,HW-B__row234,1,"Draft a casual email exchange discussing a humorous interaction with a character from a fictional work, emphasizing the lighthearted nature of the conversation.",0
234,HW-B__row234,2,"Write a playful email conversation referencing a meeting with a character from a story, capturing the humorous tone of the interaction.",0
234,HW-B__row234,3,"Create an informal email thread that includes a joke about an encounter with a fictional character, illustrating the fun and whimsical nature of the discussion.",0
243,HW-B__row243,1,"Write a news article on a recent data breach in hospital systems, detailing its impact on patient data security.",0
243,HW-P__row243,1,"Compose a notification email to a user about an account access issue, emphasizing the importance of security and instructing on steps to regain access.",1
243,HW-B__row243,2,Develop a report explaining the measures needed to address and prevent data breaches in healthcare IT systems.,0
243,HW-P__row243,2,"Draft a security alert notifying a user of multiple unauthorized access attempts on their account, including guidance on how to secure their profile.",1
243,HW-B__row243,3,"Compose an alert to inform healthcare professionals about a security breach affecting patient records, including steps to mitigate further risks.",0
243,HW-P__row243,3,"Write an email informing an account user of a temporary block due to suspicious activity, with a checklist of steps to verify their identity and restore access.",1
249,HW-P__row249,1,"Draft an email message to announce a promotion for a free turkey dinner, including instructions on how to unsubscribe if received in error.",1
249,HW-P__row249,2,"Create an alert email informing recipients about a special gift offer from a well-known retailer, ensuring to include an unsubscribe option.",1
249,HW-P__row249,3,Write a promotional email that highlights a gift opportunity and provides a way for recipients to opt-out if they are not interested.,1
252,HW-B__row252,1,Write a professional inquiry email to a customer support team requesting detailed information about the security measures in place for protecting sensitive data on specific platforms.,0
252,HW-B__row252,2,Compose a formal email to a company’s customer support department asking for explanations on the data protection protocols and compliance standards for medical information.,0
252,HW-B__row252,3,"Draft an email to customer support seeking an overview of encryption, access control, and auditing processes used to safeguard sensitive data, with a focus on compliance with industry standards.",0
262,HW-B__row262,1,"Create a response to a forwarded message discussing the limits of free speech, focusing on the distinction between public expression and directed communication.",0
262,HW-B__row262,2,"Compose an email reply addressing concerns about freedom of speech, emphasizing the difference between public discourse opportunities and personal confrontations.",0
262,HW-B__row262,3,"Draft a thoughtful reply to a debate on free speech, highlighting alternative ways to express opinions without direct confrontation with political figures.",0
265,HW-B__row265,1,"Craft an email discussing the challenges faced with an automated report generation process, focusing on potential software compatibility issues and attempted resolutions.",0
265,HW-B__row265,2,"Write a brief communication about the difficulties encountered in generating reports automatically, emphasizing the suspected cause and the actions taken so far.",0
265,HW-B__row265,3,"Compose a message highlighting the issues with automated report generation, mentioning possible compatibility conflicts and steps attempted to resolve the problem.",0
266,HW-P__row266,1,Craft a formal email urging the recipient to urgently review and sign a document using an electronic signature service.,1
266,HW-P__row266,2,Prepare an email with a strong call to action for the recipient to complete a document review and signing by a specific deadline.,1
266,HW-P__row266,3,Generate a notification email that emphasizes the importance of reviewing and signing a time-sensitive document via an online platform.,1
267,HW-B__row267,1,"Outline strategies for effectively integrating a smart door lock into an SAP ERP system, highlighting any potential optimization techniques.",0
267,HW-B__row267,2,"Provide a guide on optimizing the integration of smart door locks with SAP systems, including any common challenges and solutions.",0
267,HW-B__row267,3,"Discuss techniques for enhancing the integration of smart door locks into SAP ERP systems, offering detailed instructions for each step.",0
272,HW-B__row272,1,"Create a reminder email for an upcoming leadership development training session, including course details and registration information.",0
272,HW-B__row272,2,"Draft a notification for a scheduled training session, specifying the topic, duration, and access link for the attendee.",0
272,HW-B__row272,3,"Compose an email to inform a participant about their scheduled training session, providing course details and completion instructions.",0
274,HW-B__row274,1,Draft an email suggesting the possibility of setting up a payment plan for a customer experiencing financial difficulties.,0
274,HW-B__row274,2,Write a message discussing the issue of overdue payments and proposing a structured payment solution for the affected customer.,0
274,HW-B__row274,3,"Create a communication piece offering alternatives, such as a payment plan, to assist a customer with cash flow challenges in settling their account.",0
278,HW-B__row278,1,"Craft an update email summarizing the current status of a business pipeline, detailing the number of opportunities in progress, total pipeline value, and the number of deals expected to close soon. Include key activities scheduled for the day, such as meetings, proposals, and follow-ups.",0
278,HW-B__row278,2,"Compose a morning briefing for a sales team, providing metrics on active opportunities, potential revenue in the pipeline, and deals closing within the week. Highlight today's critical tasks like customer interactions and necessary follow-ups.",0
278,HW-B__row278,3,"Write a concise report for a sales team, including figures for ongoing opportunities, the pipeline's total worth, and expected closures for the week. List key actions for the day, such as meetings, proposal submissions, and follow-ups required.",0
284,HW-P__row284,1,"Create a promotional email offering a limited-time discount on the first lawn care service appointment, emphasizing the benefits of the service.",1
284,HW-P__row284,2,"Write an advertisement detailing a special spring offer for 50% off an initial lawn treatment, including a call to action for potential customers.",1
284,HW-P__row284,3,"Design an engaging email campaign highlighting a seasonal discount on lawn services, with a focus on customer benefits and easy sign-up.",1
289,HW-P__row289,1,"Design an email advertisement promoting a limited-time discount on a selection of pharmaceuticals, featuring product images, prices, and direct call-to-action buttons.",1
289,HW-P__row289,2,"Construct a promotional email highlighting a special discount offer on various medications, complete with product cards, pricing details, and options for customer responses.",1
289,HW-P__row289,3,"Compose an email marketing piece that offers a percentage discount on select health products, incorporating visual elements, pricing information, and interactive buttons for engagement.",1
290,HW-B__row290,1,"Draft a request for guidance on enhancing encryption methods for storing sensitive medical data on a cloud platform, ensuring compliance with regulatory standards.",0
