Body,label,category,data source
"P1: Yo, dost, kya haal hai? Did you finish that report for the Delhi client?\nP2: Hey, haan yaar, just mailed it to them this morning. Fingers crossed!\nP1: Good job, man. Unka feedback mila kya abhi tak?\nP2: Nahi, abhi toh bas ‘received’ ka reply aaya. Thoda nervous hoon.\nP1: Arre, chill kar, tu ne solid kaam kiya hai. By the way, kal office aa raha hai kya?\nP2: Haan, plan toh hai. Kyun, koi meeting hai?\nP1: Nahi, bas socha lunch pe saath mein ek vada pav khaate hain, local style.\nP2: Haha, yeh plan toh mast hai. Chal, done. Usual stall near the station?\nP1: Haan, wahi. Aur ek cutting chai bhi order kar denge.\nP2: Perfect, bhai. Chal, kal milte hain. Work pe koi update ho toh bata.\nP1: Thik hai, will do. See you tomorrow!\nP2: See you, yaar!",0,Work Update,AIFraud
"P1: Hi, I just got back from Mumbai yesterday. Missed you!\nP2: Hey, missed you too! How was the trip? Tell me everything.\nP1: It was crazy fun. Stayed near Marine Drive and had vada pav every day!\nP2: Haha, living the Mumbai life! Did you catch the sea breeze there?\nP1: Oh yes, evenings at Marine Drive were the best. So peaceful.\nP2: Sounds amazing. Did you visit any other spots?\nP1: Yeah, went to Gateway of India and took a ferry. Felt like a tourist!\nP2: That’s classic Mumbai. How was the crowd? Always so hectic.\nP1: Super crowded, but the energy is unreal. Also had cutting chai on the streets.\nP2: Now I’m craving some. Did you shop at Colaba or something?\nP1: Yes, got some funky earrings. You’d love the vibe there.\nP2: I bet. Next time, I’m tagging along. Deal?\nP1: Deal! We’ll explore Bandra together. I missed the cafes there.\nP2: Can’t wait. Let’s plan soon over some chai at my place.\nP1: Sounds good. I’ll bring some Mumbai stories with me!",0,Travel,AIFraud
"P1: Hi, Arjun! What’s up?\nP2: Hey, Meera! Just got back from work. What’s on your mind?\nP1: I was thinking we should plan something for Diwali. Maybe a get-together?\nP2: That’s a great idea! Where are you thinking of hosting it?\nP1: Maybe at my place in Delhi. We can do rangoli and light diyas together.\nP2: Sounds festive! Count me in. Should I bring some sweets?\nP1: Oh, yes, please! Maybe some kaju katli? I’ll handle the snacks.\nP2: Deal. Let’s also get some crackers, the eco-friendly ones.\nP1: Good call! I’ll invite a few more friends too. You okay with that?\nP2: Of course! The more, the merrier. When’s the plan?\nP1: How about the evening before Diwali? I’ll confirm the date.\nP2: Works for me. Can’t wait for the festivities!\nP1: Same here! I’ll text you the details soon.\nP2: Awesome. Talk later!",0,Recreation,AIFraud
"P1: Hey, Didi, how are you doing?\nP2: I’m good, bhai! Just finished making some chai, want to come over?\nP1: Haha, wish I could! I’m stuck in Mumbai traffic right now.\nP2: Oh no, the usual mess near Bandra, huh?\nP1: Exactly! Anyway, are you planning anything for Holi this year?\nP2: Yeah, we’re hosting a small get-together. You should come with Bhabhi!\nP1: Sounds fun! I’ll check with her and let you know.\nP2: Cool, and bring some of those famous gujiyas from your side.\nP1: Haha, deal! How’s everyone at home?\nP2: All good. Ma is busy with her kitty party prep, as usual.\nP1: Classic Ma! Alright, I’ll call later once I’m out of this jam.\nP2: Okay, drive safe, bhai. Talk soon!\nP1: Bye, Didi!",0,Family,AIFraud
"P1: Hello, Nani! How are you feeling today?\nP2: Hello, beta! I’m doing okay, just a little tired. How are you, my dear?\nP1: I’m good, Nani. I was thinking about you and your amazing halwa. Can I come over this weekend?\nP2: Arre, of course, beta! I’ll make your favorite carrot halwa. Bring some elaichi from the market, okay?\nP1: Sure, I’ll get it on the way. How’s the weather in Delhi? It’s so humid here in Chennai.\nP2: It’s getting chilly here. I’ve started wearing my shawl in the evenings. You take care in that humidity, drink lots of water.\nP1: I will, Nani. By the way, are you planning anything for Navratri?\nP2: Yes, we’re having a small dandiya night in the colony. You should come if you’re free!\nP1: Oh, that sounds fun! I’ll try to make it. Let me check my schedule and confirm.\nP2: No hurry, beta. Just let me know. I’ll keep some garba steps ready to teach you!\nP1: Haha, I can’t wait! Alright, Nani, I’ll call you tomorrow with the plan.\nP2: Okay, take care, beta. Talk soon.\nP1: Bye, Nani. Love you!\nP2: Love you too, my child. Bye!",0,Family,AIFraud
"P1: Hey, Priya! Just got a message that my Amazon order is out for delivery today!\nP2: Oh, nice, Anjali! What did you order? Something special?\nP1: Yeah, I got a saree for Diwali. Been eyeing it for weeks.\nP2: Wow, that’s exciting! What color is it? I’m looking for one too.\nP1: It’s a deep maroon with gold zari work. Perfect for the puja.\nP2: Sounds stunning! Can’t wait to see you in it. Got matching jewelry?\nP1: Not yet, yaar. Planning to borrow some from my mom. What about you?\nP2: Haha, same! Moms always have the best stuff. Where’s the delivery guy now?\nP1: Tracker says he’s in Andheri. Should be here in an hour, I think.\nP2: Great! Let me know when it arrives. We can chat over chai later.\nP1: Definitely! I’ll send you pics once I try it on. Deal?\nP2: Deal! I’m so excited for Diwali this year. Let’s plan something fun!\nP1: Absolutely. Maybe a small get-together at my place? We’ll see.\nP2: Sounds perfect. Okay, I’ll let you go. Update me soon!\nP1: Will do, Priya. Talk to you in a bit. Bye!\nP2: Bye, Anjali!",0,Delivery Update,AIFraud
"P1: Hey, bro, how’s it going? Just wanted to give you a quick update on the project.\nP2: Hey, man! All good here. What’s the news? You sound excited.\nP1: Yeah, yaar, I finally finished the presentation for the Delhi client. Sent it over this morning.\nP2: Nice! How did they take it? Any feedback yet?\nP1: Not yet, but I’m hoping for the best. Fingers crossed, bhai. Spent all night on it.\nP2: Arre, I’m sure they’ll love it. You always kill it with those slides. Want to grab some chai later to de-stress?\nP1: Sounds good, man. How about that stall near Andheri station around 5?\nP2: Perfect. I’ll be there. By the way, did you start prepping for the Diwali bonus meeting?\nP1: Not yet, yaar. I’ll get to it tomorrow. Too much on my plate right now.\nP2: Haha, same here. Let’s brainstorm over chai. I’ve got some ideas.\nP1: Deal. See you at 5 then. Don’t be late like last time!\nP2: Arre, that was just once! I’ll be there, don’t worry. Catch you later, bhai.\nP1: Haha, cool. Bye!",0,Work Update,AIFraud
"P1: Hey, Sneha! Just got a call from the Swiggy Instamart guy. My groceries are on the way.\nP2: Hey, Riya! That’s quick. Ordering for something special today?\nP1: Yeah, making some sweets for Diwali. Thought I’d get started early.\nP2: Nice! Are you making laddoos or something else?\nP1: Laddoos and some kaju katli. Gotta impress the family, na?\nP2: Haha, totally! Your kaju katli is the best. Save some for me, okay?\nP1: Of course, yaar. I’ll pack a box for you. When can you drop by?\nP2: Maybe tomorrow? I’m in Mumbai till then. Got some shopping to do.\nP1: Perfect. Come over in the evening. We’ll have chai and gossip.\nP2: Love that plan! By the way, did the delivery guy say how long he’ll take?\nP1: He said 20 minutes max. Hope he doesn’t get stuck in traffic near Bandra.\nP2: Fingers crossed! Let me know if you need help with anything.\nP1: Thanks, Sneha. I’ll manage, but I’ll call if I need a hand.\nP2: Cool. Talk later then. Can’t wait for those sweets!\nP1: Haha, you’ll get them. Bye for now!\nP2: Bye, Riya!",0,Delivery Update,AIFraud
"P1: Hey, Anjali! Long time, how are you doing?\nP2: Hey, Kavita! I’m good, just busy with work. What about you?\nP1: Same here, but I need a break. How about a picnic at Sanjay Gandhi National Park this weekend?\nP2: That sounds so relaxing! I’m totally in. When are we going?\nP1: Let’s do Sunday morning. We can catch the early breeze.\nP2: Perfect. I’ll make some poha for breakfast. What are you bringing?\nP1: I’ll get some chai in a flask and a few biscuits. Old-school vibes!\nP2: Haha, love that! Should we invite anyone else?\nP1: Maybe just one or two friends. I’ll ask Shreya if she’s free.\nP2: Okay, cool. I’ll pack a mat and some games like cards.\nP1: Nice idea! It’s gonna be a chill day, just what I need.\nP2: Same here. Can’t wait to catch up properly.\nP1: Me too. I’ll confirm the plan tomorrow.\nP2: Sounds good. Talk later!",0,Recreation,AIFraud
"P1: Hey, Karan, how are you, bro?\nP2: Hey, Nikhil, I’m good, yaar! Just got back from a boring lecture at uni. What about you?\nP1: Haha, same old. Preparing for my final year exams. Total stress mode!\nP2: I know that feeling, man. Which subject’s giving you a hard time?\nP1: Accounts, bhai. Numbers just don’t make sense sometimes.\nP2: Haha, I’m no expert, but I can help if you want. Let’s sit with some chai and figure it out.\nP1: That’d be awesome. There’s this nice tapri near my place in Thane. Wanna come over this weekend?\nP2: Sounds good. I’m free on Saturday. Let’s do it.\nP1: Perfect. Also, did you hear about the college fest next month? They’re planning a big Holi bash.\nP2: Yeah, man! I’m totally in for that. Gotta stock up on colors and pichkaris already.\nP1: Haha, same! Let’s make a plan with the group. I’ll start a WhatsApp thread.\nP2: Cool, do that. Anyway, I’ll see you Saturday. Study hard till then!\nP1: Will try, bhai. Catch you soon!\nP2: Take care, man!",0,Education,AIFraud
"P1: Hey, Riya! Long time, yaar. How’s everything with you?\nP2: Hey, Anu! I know, right? I’m good, just super busy with wedding preps for my cousin. What’s up with you?\nP1: Oh, wedding season already! I’m just chilling, planning a small trip to Goa with friends. You in?\nP2: Arre, I wish! But I’m stuck with all the shaadi shopping in Ahmedabad. Maybe after the wedding?\nP1: No worries, we’ll plan something later. So, what’s the menu looking like for the wedding?\nP2: Oh, it’s going to be epic! Gujarati thali, chaat counters, and even a live jalebi stall. You have to come!\nP1: Wow, that sounds amazing! I’ll definitely try to make it. Send me the dates, na?\nP2: Sure, I’ll WhatsApp you the invite tonight. By the way, are you making anything special for Dussehra?\nP1: Yeah, Ma and I are planning to make fafda and jalebi at home. Old-school vibes!\nP2: That’s so sweet! Save some for me if I visit, okay?\nP1: Of course, yaar! Alright, I’ve got to go now, let’s catch up again soon.\nP2: Yes, let’s! Take care, Anu. Talk later!\nP1: Bye, Riya. Take care!\nP2: Bye!",0,Family,AIFraud
"P1: Hey, bhai, how’s it going? Just wanted to check on that project update.\nP2: Arre, good to hear from you, man! Yeah, project is almost done, just final touches left.\nP1: That’s great news! Client ke saath meeting hui kya?\nP2: Haan, yesterday. They’re happy with the progress, bas thoda deadline pe pressure hai.\nP1: Arre, tension mat le, you’ll manage. By the way, Diwali ke liye koi plan?\nP2: Not yet, yaar. Maybe family ke saath ghar pe hi celebrate karunga. Tu bata?\nP1: Same here, bhai. Mumbai mein traffic se bachne ke liye ghar pe hi mithai and lights.\nP2: Haha, sahi hai. Chal, let’s catch up after Diwali, maybe ek chai pe?\nP1: Pakka, bhai. I’ll call you. Work pe update dena if anything urgent.\nP2: Done, don’t worry. Take care, yaar!\nP1: Tu bhi, bhai. Bye!",0,Work Update,AIFraud
"P1: Yo, dude, did you catch the latest episode of that web series on Netflix?\nP2: Which one, yaar? I’m hooked on like three right now!\nP1: The one based in Delhi, with all the political drama. Totally gripping, man!\nP2: Oh, yeah, “Capital Chaos”! Bro, that last episode was insane. What a twist!\nP1: Right? I didn’t see that coming at all. Wanna chat about it over some chai tomorrow?\nP2: Sure, let’s meet at that tapri near my place. Their cutting chai is legit.\nP1: Done. What time works for you? I’m free post-lunch.\nP2: Let’s say 4 PM? I’ve got a quick meeting before that.\nP1: Cool, 4 it is. By the way, you got any Diwali plans yet?\nP2: Not really, just family stuff. Might go to my cousin’s place in Pune. You?\nP1: Probably sticking around in the city. Let’s plan something if you’re here!\nP2: Definitely, yaar. We’ll figure it out. See you tomorrow for chai!\nP1: Can’t wait. Take care, bro!",0,Entertainment,AIFraud
"P1: Hey, Riya, kya haal hai? Long time no talk!\nP2: Arre, Rohan! Sab theek hai. Bas, thoda busy thi. How are you?\nP1: I’m good, yaar. Just thought of catching up. Diwali ke plans kya hain?\nP2: Abhi toh decide nahi kiya. Maybe ghar pe hi family ke saath. Aur tu?\nP1: Same here. But soch raha hoon friends ke saath bhi ek chhota get-together kar loon. Join karegi?\nP2: Sounds fun! Kab aur kahan?\nP1: Shayad Diwali ke next day. Mere ghar pe. Chai aur mithai on me!\nP2: Haha, deal! Main kuch snacks le aati hoon. Diwali ke laddoo bhi banaye hain ghar pe.\nP1: Wah, perfect! Aur haan, koi naya Bollywood movie dekha recently?\nP2: Haan, last week ek dekhi thi, par yaad nahi naam. Tu recommend kar na kuch!\nP1: Chalo, phir hum saath mein dekh lenge after Diwali. Cool?\nP2: Bilkul! Bas mujhe popcorn chahiye, okay?\nP1: Haha, done. Chal, phir baad mein baat karte hain. Take care!\nP2: Okay, bye Rohan!",0,Social,AIFraud
"P1: Hey Neha, just got an update from Zomato. My food order is almost here!\nP2: Hey Arjun, that’s great! What did you order? I’m hungry just thinking about it.\nP1: Haha, got some biryani from that famous place in Hyderabad. Craving it!\nP2: Wow, Hyderabad biryani? You’re making me jealous! Is it for lunch?\nP1: Yeah, thought I’d treat myself today. Long week at work, you know.\nP2: Totally get it. Did the app say how long till it reaches?\nP1: Should be here in 10 minutes. Hope the delivery guy doesn’t get stuck in traffic.\nP2: Fingers crossed! Pune traffic can be a mess sometimes.\nP1: Tell me about it! Hey, if you’re free, want to join me for some?\nP2: I wish! But I’m out with family. Maybe we can order again for Diwali?\nP1: That’s a plan! We’ll get extra and have a proper feast.\nP2: Absolutely! Let me know how the biryani tastes.\nP1: Will do. I’ll call you later with the review.\nP2: Haha, looking forward to it. Talk soon, Arjun.\nP1: Bye, Neha!\nP2: Bye!",0,Delivery Update,AIFraud
"P1: Hey, Neha, kaisi ho? It’s been ages since we talked!\nP2: Arre, Priya! I’m good, yaar, just busy with work. How are you?\nP1: All good here. Just planning some Diwali shopping. You got any plans for the festival?\nP2: Yeah, thinking of going to Crawford Market in Mumbai for some lights and decor. Want to join?\nP1: That sounds fun! I need to get some diyas too. When are you going?\nP2: Maybe this weekend, Saturday afternoon. Free ho?\nP1: Haan, Saturday works. Let’s meet at 2 PM near the main gate?\nP2: Perfect! We can grab some chai and vada pav after shopping.\nP1: Arre, now you’re talking! I’ve been craving vada pav for days.\nP2: Haha, done then. Oh, by the way, are you making any special sweets for Diwali?\nP1: Haan, planning to make some kaju katli at home. You should come over and help!\nP2: Deal! I’m terrible at it, but I’ll try. Let’s catch up properly on Saturday.\nP1: Can’t wait! See you soon, Neha.\nP2: Bye, Priya!",0,Social,AIFraud
"P1: Hey bro, guess what? I’m planning a trip to Jaipur next month!\nP2: Arre, that’s awesome, yaar! Jaipur in winter is amazing. When are you going?\nP1: Mid-November, around the 15th. Wanna check out the forts and all.\nP2: Nice timing! The weather will be perfect. You going with family or friends?\nP1: Just me and a couple of college buddies. You in or what?\nP2: Sounds tempting, but I’ve got some work deadlines. How long are you staying?\nP1: Just 4 days. Quick getaway, you know, before the Diwali chaos starts.\nP2: Haha, true, Diwali prep is no joke. How much are the tickets costing you?\nP1: Got train tickets for ₹2,000 round trip. Super cheap on IRCTC.\nP2: That’s a steal! Where are you planning to stay?\nP1: Looking at some budget hotels near Hawa Mahal. Any recommendations?\nP2: Yeah, check out some guesthouses in the old city. Feels more authentic, yaar.\nP1: Good idea. I’ll look into it. Let me know if you can join, okay?\nP2: Will do, bhai. If not, at least bring back some ghewar for me!\nP1: Haha, deal! Catch you later, man.\nP2: Take care, bro!",0,Travel,AIFraud
"P1: Hey, Rohan, how are you doing?\nP2: Hey, Priya! I’m good, yaar. Just chilling after a long day. You?\nP1: I’m fine, just got back from the market. By the way, have you used that new laundry service near Andheri?\nP2: Oh, the one in Lokhandwala? Yeah, I tried them last month. Pretty good!\nP1: Really? I’m tired of my old service. How’s their pickup and delivery?\nP2: Super convenient, bhai. They pick up from your doorstep and drop off within 48 hours.\nP1: That sounds perfect. Are they expensive or okay?\nP2: Nah, quite reasonable. Around ₹100 per kg for regular wash. Worth it.\nP1: Great! I’ll give them a try then. Thanks for the tip, Rohan.\nP2: Anytime, Priya. Hey, are you coming to the Diwali party at my place?\nP1: Of course, wouldn’t miss it! I’m already planning my outfit.\nP2: Haha, awesome! Bring some of your famous ladoos if you can.\nP1: Deal! I’ll make a fresh batch. See you soon!\nP2: Can’t wait. Take care, bye!\nP1: Bye, Rohan!",0,Service Inquiry,AIFraud
"P1: Hello, Rohan! Long time no talk, yaar. What’s up?\nP2: Hey, Sneha! Yeah, been a bit busy with work. How are you?\nP1: I’m good, just planning a weekend getaway. You free this Saturday for a quick football game?\nP2: Football? I’m in! Where are we playing? Same park in Bandra?\nP1: Yup, the one near Bandstand. Bring your A-game, okay? I’ve been practicing.\nP2: Haha, don’t worry, I’ll show you some moves. Who else is joining?\nP1: Just a few friends from college. Oh, and can you call Vikram too?\nP2: Sure, I’ll drag him along. Should we grab some vada pav after the game?\nP1: Definitely! I’ve been craving it for days. Let’s make it a plan.\nP2: Done. I’ll see you Saturday, Sneha. Can’t wait!\nP1: Me too! Take care till then, bye!\nP2: Bye, catch you soon!",0,Sports,AIFraud
"P1: Hello, Vikram! Long time, how’s everything?\nP2: Hey, Sneha! All good, just busy with work. How about you?\nP1: I’m okay, just planning a trip to Goa. Hey, do you know a good travel agency in Mumbai?\nP2: Oh, nice! Yeah, there’s this agency in Dadar I’ve used before. They’re quite reliable.\nP1: Oh, perfect! Do they handle everything, like flights and hotels?\nP2: Yeah, full package. They even customized my itinerary last time for a Kerala trip.\nP1: That’s exactly what I need. Can you share their number?\nP2: Sure, I’ll text it to you in a bit. Their guy, Anil, is really helpful.\nP1: Thanks a ton, Vikram! By the way, are you free for a quick chai this weekend?\nP2: Chai sounds amazing! Let’s meet at that old Irani café on Saturday.\nP1: Done! I’ve been craving their bun maska for ages.\nP2: Haha, same here. See you then, Sneha!\nP1: See you, bye!",0,Service Inquiry,AIFraud
"P1: Hey, bhai, just calling to check in. I’ve got some news on the app development.\nP2: Hey, man! Good to hear from you. What’s the update?\nP1: So, we rolled out the beta version today. Early feedback is pretty positive!\nP2: Wow, that’s great news, yaar! Any major bugs or issues?\nP1: A couple of small glitches, but nothing we can’t fix. Team’s on it.\nP2: Good to hear. You’ve been working non-stop on this. Proud of you, bhai.\nP1: Thanks, man. Means a lot. Hey, you free for a quick chai break tomorrow?\nP2: Should be. There’s a new place near Bandra I’ve been wanting to try.\nP1: Sounds good. Text me the location. Also, got any plans for Diwali yet?\nP2: Not really, yaar. Probably just family stuff. What about you?\nP1: Same here. Maybe we can meet up post-Diwali for a movie or something.\nP2: Definitely. Let’s plan that. Alright, I’ll see you tomorrow for chai.\nP1: Cool, bhai. Take care till then!\nP2: You too. Bye!",0,Work Update,AIFraud
"P1: Hey Riya, how’s it going?\nP2: Hey Arjun, I’m good! Just winding down after a long day of classes. You?\nP1: Same here, yaar. Just finished a group project for college. Brain is fried!\nP2: Haha, I feel you! Which subject was it for?\nP1: Economics. So much data to analyze, I swear. What about you? What’s keeping you busy?\nP2: Just prepping for the upcoming fest at my uni in Delhi. Organizing the cultural events.\nP1: Nice! Are you doing something for Diwali in the fest?\nP2: Yeah, we’re planning a big rangoli competition and some dandiya nights. Should be fun!\nP1: That sounds amazing. I miss those Delhi Diwali vibes. Mumbai is all lights and noise, but it’s not the same.\nP2: True, yaar. You should come visit during the fest. We’ll have loads of golgappas and chai stalls!\nP1: Tempting! Let me check my schedule. If I can sneak away from classes, I’m in.\nP2: Cool! Let me know. It’ll be great to catch up in person after so long.\nP1: Definitely. I’ll ping you soon. Take care, okay?\nP2: You too, Arjun. Talk soon!",0,Education,AIFraud
