Subject,Body,label,data_source,original_subject,original_body,original_data_source,row_number,prompt_kind,prompt_rounds,model,token_estimate,skipped,skip_reason
Important Security Notice for Cornell Students,"Dear Cornell Students,

Please be aware of a recent phishing attempt originating from a compromised Cornell email account. The sender may appear as ""Abdallah [Surname] <[NetID]@cornell.edu>"". The email contains an attachment of another email with a link to a Google Form that impersonates Cornell University branding.

We have secured the compromised account, but please DO NOT reply to the sender or follow the link in the email. If you entered your credentials into the form, we recommend changing your NetID password immediately at https://netid.cornell.edu.

Thank you for your attention to this matter.

Sincerely,
Cornell University Information Security Office",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,ALL CORNELL STUDENTS MUST ATTEND TO THIS IMMEDIATELY,"This phish originates from a compromised Cornell email. The sender may appear as ""Abdallah [Surname] <[NetID]@cornell.edu>"". The account has since been secured. The email contains an attachment of another email with a link to a Google Form that impersonates Cornell University branding. Do not reply to the sender nor follow the link. If you entered your credentials into the form change your NetID password immediately at https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,12,adversarial,1,gpt-3.5-turbo,113,false,
Important Account Verification Request,"Dear [Recipient],

Please be advised that a recent email claiming to be from an admin at Cornell University is not a legitimate request. Please do not respond to the email or click on any links provided. Your account security is important to us, so please verify any similar requests with IT support before taking any action.

Thank you for your attention to this matter.

Sincerely,
[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,NOTICE BY ADMIN VERIFY YOUR ACCOUNT!!,This phish originates from a valid Cornell account. Do not reply to the sender nor click on the link within the email body. This is not a legitimate IT request.,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,13,adversarial,1,gpt-3.5-turbo,43,false,
Quick Request,"Hi [Name],

Do you have some time available today?

I have a meeting to attend but I can easily communicate via email if that works better for you.

I need your help with a task, can you assist me discreetly?

Thanks.

Best regards,

[Spoofed Name]

HR Manager at [Org]

Cornell Cooperative Extension

[County Name]

[Address]

Phone: ###-###-2251 ext ###

Email: [user]@cornell.edu",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,ESSENTIAL TASK:,"Hi [Name],

Is your schedule open today?

I am heading for a meeting, but I am excellent with emails if that works well for you as well.

I'd want you to discreetly run a task for me.

Thanks.

--

[Spoofed Name]

[Org] HR Manager

###-###-2251 ext ###

Cornell Cooperative Extension

[County Name] County

[Address]

TEL: (###) ###-2251

FAX: (###) ###-5148

[user]@cornell.edu",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,14,adversarial,1,gpt-3.5-turbo,117,false,
Beware of Job Scam from Non-Cornell Account,"Please be cautious of a recent job scam masquerading as a data entry representative position at Cornell. The email may come from a non-Cornell account with a sender name like ""cornelluniversity.edu <[user]@yandex.com>"". We advise against replying to the sender or contacting the phone number provided in the email. This is not a legitimate employment opportunity. For more information on how to identify and avoid job scams, please refer to the ""Beware of Job and Internship Scams"" resource from Career Services. Thank you.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Data Entry Representative At Cornell,"This phish typically originates from a non-Cornell account. The sender may appear as ""cornelluniversity.edu <[user]@yandex.com>"". Do not reply to the sender nor contact the phone number within the email. This is not a legitimate offer for employment. See  Beware of Job and Internship Scams  from Career Services.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,15,adversarial,1,gpt-3.5-turbo,81,false,
Important Notice Regarding Internship Opportunity,"Please be aware that the internship opportunity mentioned in this email is not valid. Do not respond to the sender or use the contact information provided. For more information on how to avoid job and internship scams, please refer to the guidance from Career Services.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Advanced Internship Opportunity,Do not reply to the sender nor contact the Gmail address in the message body. Do not contact the phone number contained within the email. This is not a valid job offer. See  Beware of Job and Internship Scams  from Career Services.,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,16,adversarial,1,gpt-3.5-turbo,58,false,
Opportunity for Remote Work and Study,"Hello,

We are offering a remote work and study opportunity for current staff or students. This is a chance to earn up to $450 weekly in a flexible and exciting job that won't interfere with your current job or studies. Don't miss out on this opportunity.

For more details and to apply, please copy and paste the link below into your web browser:

(secure link provided)

Alternatively, you can email your resume to us at [secure email].

Thank you for considering this opportunity.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,WORK WITH US,"You are invited to participate in a remote work and study offer for current staff or students.
It is an opportunity to earn up to $450 weekly. The job is exciting, flexible and will not affect
your current job or studies. Don't; miss this opportunity, For more details
To apply Copy and paste this link below

To apply, copy and paste the below URL into a web browser

( malicious form link  )
OR
Email your resume to: <malicious email>(using a secure email)",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,17,adversarial,1,gpt-3.5-turbo,110,false,
Action Needed: Please Sign Cornell Doc #5356 via E-Sign,,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Signature Required Cornell Doc Via E-Sign #5356,Signature Required Cornell Doc Via E-Sign #5356,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,18,adversarial,1,gpt-3.5-turbo,25,false,
Zoom Meeting Invitation from Cornell Service Desk,"Hi,

You have been invited by Tim to join our annual Zoom meeting. Please click the link below to join the meeting.

Date: June 30, 2025
Meeting ID: 46773377

Thanks.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,ZOOM MEETING INVITE,"This phish is the second in an illegitimate sequence of emails, starting with an email with the subject line: ADVANCE WARNING!

Hi There

TIM INVITED YOU TO A ZOOM REMOTE MEETING

You are  invited to join our annual Zoom meeting. Please click the button below to join meeting.

Date: June 30, 2025

Meeting Id : 46773377

Host: CORNELL SERVICE DESK

View Invitation",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,19,adversarial,1,gpt-3.5-turbo,101,false,
Important Document for Review,"Dear Recipient,

Please review the attached document labeled Cornell_PrintScan_54260.pdf. It is important that you review and sign this document at your earliest convenience.

Please be aware that this email may appear to be from ""Cornell | EML-Share Service <info@ithaicar.com>"". We advise against clicking on any links within the email or providing any personal information. If you have already done so, we recommend changing your NetID password immediately.

Thank you for your attention to this matter.

Best regards,

[Your Name]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Completed via Docshare: Please Sign Today Cornell_PrintScan_54260.pdf,"This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell | EML-Share Service <info@ithaicar.com>"". The original email may be blank, the email depicted below is included as an attachment with a different subject. The link within directs to a fake login page. Do not follow the link nor reply to the sender. If you entered your credentials into the linked page, change your NetID password immediately at  https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,20,adversarial,1,gpt-3.5-turbo,122,false,
Important Information Regarding Job Scam Alert,"Hello,

We wanted to alert you to a potential job scam that has been circulating recently. The email comes from a non-Cornell account and may appear to be from ""CORNELL COLLEGE"" with a non-Cornell email address. Please be cautious if you receive an email from a sender with a suspicious email address.

If you receive an email like this, please do not reply to the sender or contact any Gmail address provided in the message. This is not a legitimate job offer.

For more information on how to spot job scams, please refer to the Beware of Job and Internship Scams resources provided by Career Services.

Thank you for your attention to this matter.

Best regards,
[Your Name]
[Cornell College]",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,STUDENT REMOTE RESEARCH ASSISTANT POSITION,"This phish typically originates from a non-Cornell account. The sender may appear as ""CORNELL COLLEGE <[user]@optimum.net>"" or ""[user]@optonline.net <[user]@optonline.net>"". The email address within the email body is not a valid Cornell email and contains a link to a generic Gmail address when clicked. Do not reply to the sender nor contact the Gmail address in the message body. This is not a valid job offer. See Beware of Job and Internship Scams from Career Services.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,21,adversarial,1,gpt-3.5-turbo,127,false,
Remote Intern Assistant Position Available,"Dear Cornell University Students,

I am reaching out to inform you of an opportunity to work as an intern in a remote position with our university. This position is designed to assist students in covering expenses while working on campus. The tasks can be completed at your convenience, requiring just 1 hour per day, 7 hours per week, with a weekly compensation of $350.

This opportunity offers flexibility, allowing you to choose your working hours. Tasks can be completed from home or on campus. We are currently conducting research that requires the assistance of students from all departments of our institution.

If you are interested in this position, please contact Professor [name] via text at (***) ***-**** with your full name, email, department, and year of study. Professor [name] can provide more information on the job description and application requirements.

Please keep in mind that spots are limited, and applicants will be considered on a first-come, first-served basis.

Thank you for your time and consideration.

Sincerely,
[name]
Student Services Recruitment Specialist
Cornell State University",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,REMOTE INTERN ASSISTANT POSITION,"FROM THE OFFICE OF JOB PLACEMENT AND STUDENT SERVICES - CORNELL UNIVERSITY

In reference to the above subject

The Cornell State University will be hiring undergraduate students this week as Interns for a remote position. The aim of this position is to help struggling students cover expenses incurred here on campus. Tasks can be carried out at leisure, taking at most 1 hour per day, 7 hours a week with a weekly pay of $350 as compensation for services rendered.

It is a Flexible Opportunity where you will determine your working time. Since this is a ""Remote"" Position, tasks can be carried out from home or on campus. We are currently working on a Research that would require the services of Students (Graduate/Undergraduate) of any Department of the Institution to Obtain a Remote Position in this Research. Interested students, Kindly contact Professor [name] via text at (***) ***-**** stating your full name, email, department and year of study regarding the job description and further application requirements.

Please Note: Slots are Limited and Consideration will be given on a first come first serve basis.

[name],

The Student Services Recruitment Specialist,

Cornell State University.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,22,adversarial,1,gpt-3.5-turbo,247,false,
Important Notice: Beware of False Student Research Employment Offers,"Hello,

It has come to our attention that there have been phishing attempts regarding student research employment opportunities. These emails typically come from non-Cornell accounts and may appear as ""[Spoofed Name] <[user]@gmail.com>"", ""[Spoofed Name] <[user]@zohomail.com>"", or ""[Spoofed Name] <[user]@md.metrocast.net>"". Please do not engage with these messages as they are not legitimate job offers.

For more information on how to spot and avoid job and internship scams, please refer to the Beware of Job and Internship Scams resources from our Career Services department.

Thank you for your attention to this matter.

Best regards,
[Your Name]
Cornell University.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Winter Student Research Employment,"This phish typically originates from a non-Cornell account. The sender may appear as ""[Spoofed Name] <[user]@gmail.com>"", ""[Spoofed Name] <[user]@zohomail.com>"", or ""[Spoofed Name] <[user]@md.metrocast.net>"". Do not contact the sender. This is not a legitimate offer for employment. See Beware of Job and Internship Scams from Career Services.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,23,adversarial,1,gpt-3.5-turbo,102,false,
Important Alert Regarding Job Verification Form,"Hello,

We have detected a phishing email that appears to be from a valid Cornell address. The email contains a link to a fake ""job verification"" form. Please do not click on the link or reply to the sender.

If you mistakenly entered your credentials on the linked page, we strongly advise you to change your NetID password immediately by visiting https://netid.cornell.edu.

Thank you for your attention to this matter.

Best regards,

[Your Name]
Cornell IT Security Team",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,REMOTE OFFICE / ADMINISTRATIVE ASSISTANT,"This phish originates from a valid Cornell address. The link within directs to a fake ""job verification"" form. Do not follow the link nor contact the sender. If you entered your credentials into the linked page, change your NetID password immediately at https://netid.cornell.edu.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,24,adversarial,1,gpt-3.5-turbo,73,false,
Information included for your reference,"Message Body

[Blank]

Attachment",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Relevant information included/attached,"Message Body

[Blank]

Attachment",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,25,adversarial,1,gpt-3.5-turbo,15,false,
Remote Position Available for Students,Please be aware that this is not a job offer. Please do not click on any links provided.,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Work Around Your Studies: Remote Position with Competitive Pay,This is not a valid offer for employment.  Do not click any links contained within.,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,26,adversarial,1,gpt-3.5-turbo,31,false,
Important Notice Regarding Phishing Email,Our administrator has identified a phishing email originating from a Cornell email address. Please do not respond to the sender or click on any links within the email. This is an attempt to steal NetID's and passwords. Thank you for your attention to this matter.,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Attention: Our administrator has initiated the process.,"This phish typically originates from a Cornell email address. Do not reply to the sender, nor follow the link contained within the body of the email. This is a phish attempting to harvesting NetID's and passwords",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,27,adversarial,1,gpt-3.5-turbo,54,false,
"ID Report Confirmation for Wednesday, October [Date], [Time] [AM/PM]","Hello,

Please confirm your attendance for the ID report scheduled for Wednesday, October [Date], at [Time] [AM/PM]. Thank you.

Best regards.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,Confirm ID Report Wednesday-October-2023 [Time] [AM/PM],Confirm ID Report Wednesday-October-2023 [Time] [AM/PM],generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,28,adversarial,1,gpt-3.5-turbo,36,false,
Remote Office Assistant Position Available,"Hello,

We are excited to share that we have a part-time remote position available for an office assistant. The weekly wages for this position range from 750USD for 8-10 hours of work. If you have a flexible schedule and are interested in learning more about this opportunity, please reach out to [user]@zohomail.com. When applying, please include your cellphone number for direct contact and let us know which city you reside in.

To move forward with this job offer, please reply to this email with an alternate email address so we can send you the full job description.

Best regards,",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,REMOTE JOB AVAILABLE,"HELLO EVERYONE!!!

WE ARE PLEASED TO INFORM YOU ABOUT AN AVAILABLE PART TIME POSITION OF A OFFICE ASSISTANT FOR 750USD/8HR TO 10HR PER WEEKLY WAGES.  IF YOUR SCHEDULE IS FLEXIBLE ENOUGH TO TAKE THIS POSITION, KINDLY CONTACT ""([user]@zohomail.com)"" FOR MORE DETAILS ABOUT THIS POSITION. KINDLY INCLUDE YOUR CELLPHONE NUMBER WHEN APPLYING FOR DIRECT CONTACT AS WELL AS PART OF THE CITY THAT YOU RESIDE.

TO PROCEED WITH THIS JOB OFFER, KINDLY REPLY TO THIS MAIL WITH YOUR ALTERNATE E-MAIL ADDRESS IN ORDER TO RECEIVE THE FULL JOB DESCRIPTION.

BEST REGARDS,",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,29,adversarial,1,gpt-3.5-turbo,150,false,
Potential Part-Time Administrative Assistant Position,"Please be cautious of potential job scams originating from Cornell email accounts. Do not reply to suspicious offers or contact any email addresses provided in attachments. For more information, refer to the ""Beware of Job and Internship Scams"" resource from Career Services.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,PART/TIME ADMIN-ASSlSTANT OPPORTUNITY!!,This phish typically originates from a Cornell account.  The subject and exact body text may vary. Do not reply to the sender nor contact the email address within the attachment. This is not a legitimate offer for employment. See  Beware of Job and Internship Scams  from Career Services.,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,30,adversarial,1,gpt-3.5-turbo,75,false,
Urgent: Action Required for Cornell Account,"Hello,

It has come to our attention that there is a potential phishing attempt targeting Cornell accounts. If you receive an email from a non-Cornell account requesting you to complete a task before November 01, 2023, please exercise caution. The sender may appear as ""Cornell Do-Not_Reply"" with an email address that is not affiliated with Cornell.

Do not respond to the sender or click on any QR codes provided in the email. These QR codes may direct you to a fake login page. If you have already entered your credentials into the form, we recommend changing your NetID password immediately at https://netid.cornell.edu.

Thank you for your attention to this matter and for helping to keep our Cornell community safe from potential threats.

Best regards,
The Cornell IT Security Team",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"**IMPORTANT TASK: Cornell require [NetID]@cornell.edu to complete due task before November 01, 2023**.","This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell Do-Not_Reply <[user]@scottharding.net>"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,31,adversarial,1,gpt-3.5-turbo,113,false,
Document Shared - 401K Benefit Plan,,1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,HR Admin shared a file '401K Benefit Plan' with you.,HR Admin shared a file '401K Benefit Plan' with you.,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,32,adversarial,1,gpt-3.5-turbo,30,false,
"Cornell Approval Request for [Name] on October 28, 2023","Dear [Name],

It has come to our attention that there may be a phishing attempt related to a recent approval request from Cornell. Please be cautious if you receive an email from a non-Cornell account, particularly if the sender appears as ""Cornell via DocsShare <[user]@aminoresq.com>"". Please do not reply to the sender or scan any QR codes provided. This is a common tactic used to redirect to fake login pages.

If you have already entered your credentials into any forms, we urge you to change your NetID password immediately at https://netid.cornell.edu to ensure the security of your account.

Thank you for your attention to this matter.

Best regards,

Cornell University Help Desk",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"Cornell-Approval Request for [Name] on October 28, 2023[Time] [AM/PM]","This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell via DocsShare <[user]@aminoresq.com>"". Do not reply to the sender nor scan the QR code. The QR code directs to a fake login page. If you entered your credentials into the form, change your NetID password immediately at https://netid.cornell.edu",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,33,adversarial,1,gpt-3.5-turbo,107,false,
Important Notice Regarding Cornell Default System Expiration Today,"Hello,

We wanted to inform you that there is a phishing attempt going around originating from a non-Cornell account. The sender may appear as ""Cornell.edu Authentication"" with a suspicious email address. The link in the email leads to a fake Microsoft login page. Please do not click on the link or respond to the sender.

If you have already entered your credentials on the fake page, please change your NetID password immediately by visiting https://netid.cornell.edu.

Thank you for your attention to this matter.",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,"Cornell | Default System Expire Today, [Time] [AM/PM],Tuesday, January 23, 2024","This phish typically originates from a non-Cornell account. The sender may appear as ""Cornell.edu Authentication <[user]@chrysoliteaesthetics.com>"". The link within directs to a fake Microsoft-branded login page. Do not follow the link nor contact the sender. If you entered your credentials into the linked page, change your NetID password immediately at https://netid.cornell.edu .",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,34,adversarial,1,gpt-3.5-turbo,114,false,
Update Direct Deposit Information,"Hi [Name],

I hope you're doing well. I need to update my bank information before the next payroll. Could you please provide me with the necessary steps to make this change?

Thank you,
[Spoofed Name]
Associate Director, Facilitation at Cornell University",1,generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl|utaliyeva2023:adversarial:r1,MODIFY MY DIRECT DEPOSIT,"Hello [Name],

I would appreciate it if you could assist me in updating my bank information prior to the processing of the upcoming payroll.

Kindly provide me with the essential instructions or prerequisites for completing this modification.

Regards

[Spoofed Name]

Associate Director, Facilitation at Cornell University.",generic-data:Cornell-Phsihing-Bowl-232425:cornell-phish-bowl,35,adversarial,1,gpt-3.5-turbo,67,false,
