group_label,feature_a,feature_b,cell_slug,rank,phrase,phrase_len,log_ratio_score,weighted_group_count,weighted_background_count,group_doc_count,background_doc_count
HW-P-TP,Liking,Reciprocity,liking__reciprocity,4,excited about prospect,3,10.530776125687359,327.569664,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,5,aspect excited about,3,10.530776125687359,327.569664,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,6,permission close,2,10.51981523096632,323.998704,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,7,close file,2,10.51981523096632,323.998704,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,8,here link,2,10.51981523096632,323.998704,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,9,link example,2,10.51981523096632,323.998704,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,10,check here,2,10.51981523096632,323.998704,0.0,4,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,11,alone excited,2,9.444778358824967,110.569366,0.0,3,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,12,last summer,2,9.444778358824967,110.569366,0.0,3,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,13,summer went,2,9.444778358824967,110.569366,0.0,3,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,14,time traveling alone,3,9.444778358824967,110.569366,0.0,3,0
HW-P-TP,Liking,Reciprocity,liking__reciprocity,15,went solo trip,3,9.444778358824967,110.569366,0.0,3,0
HW-P-TP,Liking,Social Proof,liking__social_proof,1,standard bank,2,11.261552999014686,499.313175457374,0.0,33,0
HW-P-TP,Liking,Social Proof,liking__social_proof,2,patience understanding,2,10.83694731509325,326.561152,0.0,9,0
HW-P-TP,Liking,Social Proof,liking__social_proof,3,permission close,2,10.828121422171876,323.691552,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,4,close file,2,10.828121422171876,323.691552,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,5,here link,2,10.828121422171876,323.691552,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,6,link example,2,10.828121422171876,323.691552,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,7,check here,2,10.828121422171876,323.691552,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,8,specific aspect excited,3,10.80293235634212,315.63964799999997,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,9,about prospect joining,3,10.80293235634212,315.63964799999997,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,10,impressed specific,2,10.80293235634212,315.63964799999997,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,11,excited about prospect,3,10.80293235634212,315.63964799999997,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,12,aspect excited about,3,10.80293235634212,315.63964799999997,0.0,4,0
HW-P-TP,Liking,Social Proof,liking__social_proof,13,wells fargo,2,10.353562118858832,201.38389201047605,0.0,11,0
HW-P-TP,Liking,Social Proof,liking__social_proof,14,website register,2,10.06084669435927,150.27706437276598,0.0,3,0
HW-P-TP,Liking,Social Proof,liking__social_proof,15,rainier national,2,9.868980242920752,124.03951199999999,0.0,9,0
HW-P-TP,Liking,Scarcity,liking__scarcity,1,permission close,2,10.783652627548637,239.847804,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,2,close file,2,10.783652627548637,239.847804,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,3,here link,2,10.783652627548637,239.847804,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,4,link example,2,10.783652627548637,239.847804,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,5,check here,2,10.783652627548637,239.847804,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,6,standard bank,2,10.34624495761167,154.86813695284192,0.0,27,0
HW-P-TP,Liking,Scarcity,liking__scarcity,7,patience understanding,2,10.039657976084147,113.97326198897198,0.0,12,0
HW-P-TP,Liking,Scarcity,liking__scarcity,8,specific aspect excited,3,9.98152911741017,107.53644,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,9,about prospect joining,3,9.98152911741017,107.53644,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,10,impressed specific,2,9.98152911741017,107.53644,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,11,excited about prospect,3,9.98152911741017,107.53644,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,12,aspect excited about,3,9.98152911741017,107.53644,0.0,4,0
HW-P-TP,Liking,Scarcity,liking__scarcity,13,alone excited,2,9.74631112406887,84.99454800000001,0.0,3,0
HW-P-TP,Liking,Scarcity,liking__scarcity,14,summer went,2,9.74631112406887,84.99454800000001,0.0,3,0
HW-P-TP,Liking,Scarcity,liking__scarcity,15,time traveling alone,3,9.74631112406887,84.99454800000001,0.0,3,0
HW-P-TP,Liking,Commitment,liking__commitment,1,permission close,2,10.303144440541557,145.133208,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,2,close file,2,10.303144440541557,145.133208,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,3,here link,2,10.303144440541557,145.133208,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,4,link example,2,10.303144440541557,145.133208,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,5,check here,2,10.303144440541557,145.133208,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,6,standard bank,2,9.432427880992098,60.754414928886,0.0,27,0
HW-P-TP,Liking,Commitment,liking__commitment,7,patience understanding,2,9.287183865046657,52.53974899999999,0.0,9,0
HW-P-TP,Liking,Commitment,liking__commitment,8,specific aspect excited,3,9.257253569010071,50.990224000000005,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,9,about prospect joining,3,9.257253569010071,50.990224000000005,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,10,impressed specific,2,9.257253569010071,50.990224000000005,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,11,excited about prospect,3,9.257253569010071,50.990224000000005,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,12,aspect excited about,3,9.257253569010071,50.990224000000005,0.0,4,0
HW-P-TP,Liking,Commitment,liking__commitment,13,might interest,2,8.693765481935792,29.020352999999993,0.0,6,0
HW-P-TP,Liking,Commitment,liking__commitment,14,alone excited,2,8.686537547325315,28.81128,0.0,3,0
HW-P-TP,Liking,Commitment,liking__commitment,15,last summer,2,8.686537547325315,28.81128,0.0,3,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,1,specific aspect excited,3,10.492381060297728,327.569664,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,2,about prospect joining,3,10.492381060297728,327.569664,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,3,impressed specific,2,10.492381060297728,327.569664,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,4,excited about prospect,3,10.492381060297728,327.569664,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,5,aspect excited about,3,10.492381060297728,327.569664,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,6,permission close,2,10.481420165576688,323.998704,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,7,close file,2,10.481420165576688,323.998704,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,8,here link,2,10.481420165576688,323.998704,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,9,link example,2,10.481420165576688,323.998704,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,10,check here,2,10.481420165576688,323.998704,0.0,4,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,11,alone excited,2,9.406383293435336,110.569366,0.0,3,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,12,last summer,2,9.406383293435336,110.569366,0.0,3,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,13,summer went,2,9.406383293435336,110.569366,0.0,3,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,14,time traveling alone,3,9.406383293435336,110.569366,0.0,3,0
HW-P-TP,Reciprocity,Reciprocity,reciprocity__reciprocity,15,went solo trip,3,9.406383293435336,110.569366,0.0,3,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,1,patience understanding,2,10.822453478853653,326.141367131974,0.0,9,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,2,permission close,2,10.814909844491822,323.690257233792,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,3,close file,2,10.814909844491822,323.690257233792,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,4,here link,2,10.814909844491822,323.690257233792,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,5,link example,2,10.814909844491822,323.690257233792,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,6,check here,2,10.814909844491822,323.690257233792,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,7,specific aspect excited,3,10.788411958740632,315.225528781824,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,8,about prospect joining,3,10.788411958740632,315.225528781824,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,9,impressed specific,2,10.788411958740632,315.225528781824,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,10,excited about prospect,3,10.788411958740632,315.225528781824,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,11,aspect excited about,3,10.788411958740632,315.225528781824,0.0,4,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,12,website register,2,9.992740235342655,142.24885867317,0.0,3,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,13,rainier national,2,9.833526838894603,121.31039637511202,0.0,9,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,14,spotted wildlife such,3,9.833526838894603,121.31039637511202,0.0,9,0
HW-P-TP,Reciprocity,Social Proof,reciprocity__social_proof,15,mount rainier,2,9.833526838894603,121.31039637511202,0.0,9,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,1,permission close,2,10.782719888118548,239.846844608784,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,2,close file,2,10.782719888118548,239.846844608784,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,3,here link,2,10.782719888118548,239.846844608784,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,4,link example,2,10.782719888118548,239.846844608784,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,5,check here,2,10.782719888118548,239.846844608784,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,6,standard bank,2,10.4282628767027,168.26259490757394,0.0,33,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,7,patience understanding,2,10.03723408975419,113.802967625524,0.0,12,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,8,specific aspect excited,3,9.979287638549842,107.39535219072,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,9,about prospect joining,3,9.979287638549842,107.39535219072,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,10,impressed specific,2,9.979287638549842,107.39535219072,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,11,excited about prospect,3,9.979287638549842,107.39535219072,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,12,aspect excited about,3,9.979287638549842,107.39535219072,0.0,4,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,13,alone excited,2,9.732340871134758,83.893157562324,0.0,3,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,14,summer went,2,9.732340871134758,83.893157562324,0.0,3,0
HW-P-TP,Reciprocity,Scarcity,reciprocity__scarcity,15,time traveling alone,3,9.732340871134758,83.893157562324,0.0,3,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,1,permission close,2,10.309659535105315,145.132627467168,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,2,close file,2,10.309659535105315,145.132627467168,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,3,here link,2,10.309659535105315,145.132627467168,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,4,link example,2,10.309659535105315,145.132627467168,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,5,check here,2,10.309659535105315,145.132627467168,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,6,standard bank,2,9.518957163973441,65.81597554402202,0.0,33,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,7,patience understanding,2,9.292412709706642,52.471990427608006,0.0,9,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,8,specific aspect excited,3,9.262460059472396,50.923324826112,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,9,about prospect joining,3,9.262460059472396,50.923324826112,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,10,impressed specific,2,9.262460059472396,50.923324826112,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,11,excited about prospect,3,9.262460059472396,50.923324826112,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,12,aspect excited about,3,9.262460059472396,50.923324826112,0.0,4,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,13,might interest,2,8.685884814491768,28.605318206177998,0.0,6,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,14,alone excited,2,8.679951712307513,28.436043258569995,0.0,3,0
HW-P-TP,Reciprocity,Commitment,reciprocity__commitment,15,last summer,2,8.679951712307513,28.436043258569995,0.0,3,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,1,standard bank,2,11.261431585703086,499.47028799999987,0.0,33,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,2,patience understanding,2,10.836511300261591,326.561152,0.0,9,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,3,permission close,2,10.827685407340216,323.691552,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,4,close file,2,10.827685407340216,323.691552,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,5,here link,2,10.827685407340216,323.691552,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,6,link example,2,10.827685407340216,323.691552,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,7,check here,2,10.827685407340216,323.691552,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,8,specific aspect excited,3,10.802496341510462,315.63964799999997,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,9,about prospect joining,3,10.802496341510462,315.63964799999997,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,10,impressed specific,2,10.802496341510462,315.63964799999997,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,11,excited about prospect,3,10.802496341510462,315.63964799999997,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,12,aspect excited about,3,10.802496341510462,315.63964799999997,0.0,4,0
HW-P-TP,Social Proof,Social Proof,social_proof__social_proof,13,wells fargo,2,10.356567123514191,202.07808599999998,0.0,11,0
